Fold	SubFold	SentID	Order	Word	Segmentation	POS
1	A	4	86	بشخصيتي	ب+شخصي+ت+ي	PREP+NOUN+NSUFF+PRON
1	A	4	87	القوية	ال+قوي+ة	DET+ADJ+NSUFF
1	A	4	88	لما	لما	PART
1	A	4	89	اقول	اقول	V
1	A	4	90	لاخويا	ل+اخو+يا	PREP+NOUN+PRON
1	A	4	91	اعمل	اعمل	V
1	A	4	92	حاجة	حاج+ة	NOUN+NSUFF
1	A	4	93	.	.	PUNC
1	A	4	94	.	.	PUNC
1	A	4	95	و	و	CONJ
1	A	4	96	يعملها	يعمل+ها	V+PRON
1	A	4	97	.	.	PUNC
1	A	4	98	.	.	PUNC
1	A	4	99	حتي	حتي	PART
1	A	4	100	لو	لو	PART
1	A	4	101	رخم	رخم	V
1	A	4	102	و	و	CONJ
1	A	4	103	قال	قال	V
1	A	4	104	لأ	لأ	PART
1	A	4	105	.	.	PUNC
1	A	4	106	.	.	PUNC
1	A	4	107	بحس	ب+حس	PROG_PART+V
1	A	4	108	اني	ان+ي	PART+PRON
1	A	4	109	شخصية	شخصي+ة	NOUN+NSUFF
1	A	4	110	كدا	كدا	ADV
1	A	4	111	و	و	CONJ
1	A	4	112	بتسمع	ب+تسمع	PROG_PART+V
1	A	4	113	كلامي	كلام+ي	NOUN+PRON
1	A	4	114	^_^	^_^	EMOT
1	A	4	115	EOS	EOS	EOS
5	A	5	116	@ahmedabodsheesh	@ahmedabodsheesh	MENTION
5	A	5	117	يا	يا	PART
5	A	5	118	باشا	باشا	NOUN
5	A	5	119	دي	دي	PRON
5	A	5	120	مش	مش	PART
5	A	5	121	محتاجه	محتاج+ه	ADJ+NSUFF
5	A	5	122	دراسه	دراس+ه	NOUN+NSUFF
5	A	5	123	دي	دي	PRON
5	A	5	124	بتبقي	ب+تبقي	PROG_PART+V
5	A	5	125	موهبه	موهب+ه	NOUN+NSUFF
5	A	5	126	عندك	عند+ك	NOUN+PRON
5	A	5	127	مثلا	مثل+ا	NOUN+CASE
5	A	5	128	عيلاء	عيلاء	NOUN
5	A	5	129	صادق	صادق	NOUN
5	A	5	130	و	و	CONJ
5	A	5	131	صفوت	صفوت	NOUN
5	A	5	132	حجازي	حجازي	NOUN
5	A	5	133	دول	دول	PRON
5	A	5	134	تفوقوا	تفوق+وا	V+PRON
5	A	5	135	علي	علي	PREP
5	A	5	136	استاذهم	استاذ+هم	NOUN+PRON
5	A	5	137	صفوت	صفوت	NOUN
5	A	5	138	الشريف	ال+شريف	DET+NOUN
5	A	5	139	كبيرهم	كبير+هم	ADJ+PRON
5	A	5	140	EOS	EOS	EOS
2	A	6	141	و	و	CONJ
2	A	6	142	هو	هو	PRON
2	A	6	143	في	في	PREP
2	A	6	144	محامين	محام+ين	NOUN+NSUFF
2	A	6	145	هيعبّرونا	ه+يعبر+و+نا	FUT_PART+V+PRON+PRON
2	A	6	146	بعد	بعد	NOUN
2	A	6	147	اعتقال	اعتقال	NOUN
2	A	6	148	وتهديد	و+تهديد	CONJ+NOUN
2	A	6	149	المحامين	ال+محام+ين	DET+NOUN+NSUFF
2	A	6	150	اللي	اللي	PART
2	A	6	151	بيدافعوا	ب+يدافع+وا	PROG_PART+V+PRON
2	A	6	152	عن	عن	PREP
2	A	6	153	المظلومين	ال+مظلوم+ين	DET+NOUN+NSUFF
2	A	6	154	؟	؟	PUNC
2	A	6	155	؟	؟	PUNC
2	A	6	156	؟	؟	PUNC
2	A	6	157	ده	ده	PRON
2	A	6	158	غير	غير	NOUN
2	A	6	159	المحامي	ال+محامي	DET+NOUN
2	A	6	160	اللي	اللي	PART
2	A	6	161	قتلوا	قتل+وا	V+PRON
2	A	6	162	والدته	والد+ت+ه	NOUN+NSUFF+PRON
2	A	6	163	!	!	PUNC
2	A	6	164	@mohamedwaked	@mohamedwaked	MENTION
2	A	6	165	@ANohan	@ANohan	MENTION
2	A	6	166	EOS	EOS	EOS
1	A	7	167	معظم	معظم	NOUN
1	A	7	168	الحاجات	ال+حاج+ات	DET+NOUN+NSUFF
1	A	7	169	اللى	اللى	PART
1	A	7	170	مبنقدرش	م+ب+نقدر+ش	PART+PROG_PART+V+NEG_PART
1	A	7	171	نحكيها	نحكي+ها	V+PRON
1	A	7	172	بنيجى	ب+نيجى	PROG_PART+V
1	A	7	173	نكتبها	نكتب+ها	V+PRON
1	A	7	174	هنا	هنا	ADV
1	A	7	175	على	على	PREP
1	A	7	176	الأقل	ال+أقل	DET+ADJ
1	A	7	177	بتخفف	ب+تخفف	PROG_PART+V
1	A	7	178	عنا	عن+ا	PREP+PRON
1	A	7	179	شوية	شوي+ة	NOUN+NSUFF
1	A	7	180	.	.	PUNC
1	A	7	181	EOS	EOS	EOS
5	A	8	182	احنا	احنا	PRON
5	A	8	183	بنزعل	ب+نزعل	PROG_PART+V
5	A	8	184	لما	لما	PART
5	A	8	185	ربنا	رب+نا	NOUN+PRON
5	A	8	186	يبتلينا	يبتلي+نا	V+PRON
5	A	8	187	أو	أو	CONJ
5	A	8	188	تحصلنا	تحص+ل+نا	V+PREP+PRON
5	A	8	189	حاجه	حاج+ه	NOUN+NSUFF
5	A	8	190	وحشه	وحش+ه	ADJ+NSUFF
5	A	8	191	!	!	PUNC
5	A	8	192	مع	مع	NOUN
5	A	8	193	ان	ان	PART
5	A	8	194	ربنا	رب+نا	NOUN+PRON
5	A	8	195	إذا	إذا	PART
5	A	8	196	حب	حب	V
5	A	8	197	عبد	عبد	NOUN
5	A	8	198	ابتلاه	ابتلا+ه	V+PRON
5	A	8	199	لتكفير	ل+تكفير	PREP+NOUN
5	A	8	200	عن	عن	PREP
5	A	8	201	ذنوبه	ذنوب+ه	NOUN+PRON
5	A	8	202	-	-	PUNC
5	A	8	203	يعني	يعني	ADV
5	A	8	204	خاف	خاف	V
5	A	8	205	لو	لو	PART
5	A	8	206	ربنا	رب+نا	NOUN+PRON
5	A	8	207	مش	مش	PART
5	A	8	208	ابتلاك	ابتلا+ك	V+PRON
5	A	8	209	.	.	PUNC
5	A	8	210	EOS	EOS	EOS
4	A	9	211	(	(	PUNC
4	A	9	212	6	6	NUM
4	A	9	213	)	)	PUNC
4	A	9	214	مش	مش	PART
4	A	9	215	عارف	عارف	ADJ
4	A	9	216	ليه	ليه	PART
4	A	9	217	بس	بس	ADV
4	A	9	218	الكلمة	ال+كلم+ة	DET+NOUN+NSUFF
4	A	9	219	اللى	اللى	PART
4	A	9	220	عمرك	عمر+ك	NOUN+PRON
4	A	9	221	ما	ما	PART
4	A	9	222	هتندم	ه+تندم	FUT_PART+V
4	A	9	223	عليها	علي+ها	PREP+PRON
4	A	9	224	الكلمة	ال+كلم+ة	DET+NOUN+NSUFF
4	A	9	225	اللى	اللى	PART
4	A	9	226	أنت	أنت	PRON
4	A	9	227	لسة	لس+ة	ADV+NSUFF
4	A	9	228	مقولتهاش	م+قول+ت+ها+ش	PART+V+PRON+PRON+NEG_PART
4	A	9	229	.	.	PUNC
4	A	9	230	.	.	PUNC
4	A	9	231	.	.	PUNC
4	A	9	232	بس	بس	PART
4	A	9	233	للأسف	ل+ال+أسف	PREP+DET+NOUN
4	A	9	234	لازم	لازم	ADJ
4	A	9	235	يجى	يجى	V
4	A	9	236	عليك	علي+ك	PREP+PRON
4	A	9	237	وقت	وقت	NOUN
4	A	9	238	و	و	CONJ
4	A	9	239	تقولها	تقول+ها	V+PRON
4	A	9	240	EOS	EOS	EOS
3	A	10	241	اضحك	اضحك	V
3	A	10	242	وبلاش	و+بلاش	CONJ+PART
3	A	10	243	التكشيرة	ال+تكشير+ة	DET+NOUN+NSUFF
3	A	10	244	تنسيك	تنسي+ك	V+PRON
3	A	10	245	شكل	شكل	NOUN
3	A	10	246	الضحكة	ال+ضحك+ة	DET+NOUN+NSUFF
3	A	10	247	وشك	وش+ك	NOUN+PRON
3	A	10	248	هيكرمش	ه+يكرمش	FUT_PART+V
3	A	10	249	عالفاضى	ع+ال+فاضى	PREP+DET+NOUN
3	A	10	250	وهتعجز	و+ه+تعجز	CONJ+FUT_PART+V
3	A	10	251	بدرى	بدرى	ADJ
3	A	10	252	خليك	خل+ي+ك	V+PRON+PRON
3	A	10	253	ناصح	ناصح	ADJ
3	A	10	254	وارمى	و+ارم+ى	CONJ+V+PRON
3	A	10	255	همومك	هموم+ك	NOUN+PRON
3	A	10	256	ورا	ورا	NOUN
3	A	10	257	ضهرك	ضهر+ك	NOUN+PRON
3	A	10	258	وافرح	و+افرح	CONJ+V
3	A	10	259	دى	دى	PRON
3	A	10	260	الايام	ال+ايام	DET+NOUN
3	A	10	261	بتفوت	ب+تفوت	PROG_PART+V
3	A	10	262	وتعدى	و+تعدى	CONJ+V
3	A	10	263	والعمر	و+ال+عمر	CONJ+DET+NOUN
3	A	10	264	بيجرى	ب+يجرى	PROG_PART+V
3	A	10	265	EOS	EOS	EOS
3	A	11	266	مش	مش	PART
3	A	11	267	معنى	معنى	NOUN
3	A	11	268	ان	ان	PART
3	A	11	269	حد	حد	NOUN
3	A	11	270	بيضحك	ب+يضحك	PROG_PART+V
3	A	11	271	كتير	كتير	ADJ
3	A	11	272	يبقى	يبقى	V
3	A	11	273	سعيد	سعيد	ADJ
3	A	11	274	يمكن	يمكن	V
3	A	11	275	بيضحك	ب+يضحك	PROG_PART+V
3	A	11	276	كتير	كتير	ADJ
3	A	11	277	من	من	PREP
3	A	11	278	همه	هم+ه	NOUN+PRON
3	A	11	279	الكبير	ال+كبير	DET+ADJ
3	A	11	280	بيضحك	ب+يضحك	PROG_PART+V
3	A	11	281	عشان	عشان	PART
3	A	11	282	يبعد	يبعد	V
3	A	11	283	عن	عن	PREP
3	A	11	284	حزنه	حزن+ه	NOUN+PRON
3	A	11	285	ويعمل	و+يعمل	CONJ+V
3	A	11	286	نفسه	نفس+ه	NOUN+PRON
3	A	11	287	ناسيه	ناسي+ه	ADJ+PRON
3	A	11	288	EOS	EOS	EOS
5	A	12	289	الاول	ال+اول	DET+NUM
5	A	12	290	كنا	كن+ا	V+PRON
5	A	12	291	بعد	بعد	NOUN
5	A	12	292	ماحد	ما+حد	PART+NOUN
5	A	12	293	ياخد	ياخد	V
5	A	12	294	اخلاء	اخلاء	NOUN
5	A	12	295	سبيل	سبيل	NOUN
5	A	12	296	او	او	CONJ
5	A	12	297	براءة	براء+ة	NOUN+NSUFF
5	A	12	298	ندعي	ندعي	V
5	A	12	299	ان	ان	PART
5	A	12	300	النيابة	ال+نياب+ة	DET+NOUN+NSUFF
5	A	12	301	ماتستأنفش	ما+تستأنف+ش	PART+V+NEG_PART
5	A	12	302	دلوقتي	دلوقتي	NOUN
5	A	12	303	بندعي	ب+ندعي	PROG_PART+V
5	A	12	304	كمان	كمان	ADV
5	A	12	305	ان	ان	PART
5	A	12	306	امن	امن	NOUN
5	A	12	307	الدولة	ال+دول+ة	DET+NOUN+NSUFF
5	A	12	308	ما	ما	PART
5	A	12	309	ياخدوهوش	ياخد+و+هو+ش	V+PRON+PRON+NEG_PART
5	A	12	310	#سيسي_لاند	#سيسي_لاند	HASH
5	A	12	311	#بلالا	#بلالا	HASH
5	A	12	312	EOS	EOS	EOS
5	A	13	313	مفيش	م+في+ش	PART+PREP+NEG_PART
5	A	13	314	اوحش	اوحش	ADJ
5	A	13	315	من	من	PREP
5	A	13	316	انك	ان+ك	PART+PRON
5	A	13	317	تكون	تكون	V
5	A	13	318	شخص	شخص	NOUN
5	A	13	319	مزاجي	مزاجي	ADJ
5	A	13	320	تفاصيل	تفاصيل	NOUN
5	A	13	321	صغيرة	صغير+ة	ADJ+NSUFF
5	A	13	322	ممكن	ممكن	ADJ
5	A	13	323	تخليك	تخل+ي+ك	V+PRON+PRON
5	A	13	324	طاير	طاير	ADJ
5	A	13	325	من	من	PREP
5	A	13	326	الفرحة	ال+فرح+ة	DET+NOUN+NSUFF
5	A	13	327	.	.	PUNC
5	A	13	328	.	.	PUNC
5	A	13	329	.	.	PUNC
5	A	13	330	وكلمة	و+كلم+ة	CONJ+NOUN+NSUFF
5	A	13	331	صغيرة	صغير+ة	ADJ+NSUFF
5	A	13	332	بردو	بردو	ADV
5	A	13	333	تنزلك	تنزل+ك	V+PRON
5	A	13	334	لسابع	ل+سابع	PREP+NUM
5	A	13	335	ارض	ارض	NOUN
5	A	13	336	وتكئبك	و+تكئب+ك	CONJ+V+PRON
5	A	13	337	.	.	PUNC
5	A	13	338	.	.	PUNC
5	A	13	339	!	!	PUNC
5	A	13	340	EOS	EOS	EOS
4	A	14	341	عارف	عارف	ADJ
4	A	14	342	انت	انت	PRON
4	A	14	343	الصحاب	ال+صحاب	DET+NOUN
4	A	14	344	الجدعة	ال+جدع+ة	DET+ADJ+NSUFF
4	A	14	345	دى	دى	PRON
4	A	14	346	اللى	اللى	PART
4	A	14	347	بتحبلك	ب+تحب+ل+ك	PROG_PART+V+PREP+PRON
4	A	14	348	الخير	ال+خير	DET+NOUN
4	A	14	349	و	و	CONJ
4	A	14	350	دايسة	دايس+ة	ADJ+NSUFF
4	A	14	351	معاك	معا+ك	NOUN+PRON
4	A	14	352	ف	ف	PREP
4	A	14	353	كل	كل	NOUN
4	A	14	354	حاجة	حاج+ة	NOUN+NSUFF
4	A	14	355	!	!	PUNC
4	A	14	356	!	!	PUNC
4	A	14	357	؟	؟	PUNC
4	A	14	358	عارفهم	عارف+هم	ADJ+PRON
4	A	14	359	؟	؟	PUNC
4	A	14	360	طب	طب	ADJ
4	A	14	361	و	و	CONJ
4	A	14	362	النبى	ال+نبى	DET+NOUN
4	A	14	363	معندكش	م+عند+ك+ش	PART+NOUN+PRON+NEG_PART
4	A	14	364	اتنيين	اتن+يين	NUM+NSUFF
4	A	14	365	سلف	سلف	NOUN
4	A	14	366	أكمل	أكمل	V
4	A	14	367	معاهم	معا+هم	NOUN+PRON
4	A	14	368	بقية	بقي+ة	NOUN+NSUFF
4	A	14	369	عمرى	عمر+ى	NOUN+PRON
4	A	14	370	=)	=)	EMOT
4	A	14	371	EOS	EOS	EOS
3	A	15	372	@MahaMaamoun	@MahaMaamoun	MENTION
3	A	15	373	فى	فى	PREP
3	A	15	374	ناس	ناس	NOUN
3	A	15	375	بسيطة	بسيط+ة	ADJ+NSUFF
3	A	15	376	كانوا	كان+وا	V+PRON
3	A	15	377	بيستلفوا	ب+يستلف+وا	PROG_PART+V+PRON
3	A	15	378	علشان	علشان	PART
3	A	15	379	يجيبوا	يجيب+وا	V+PRON
3	A	15	380	اكل	اكل	NOUN
3	A	15	381	لعيالهم	ل+عيال+هم	PREP+NOUN+PRON
3	A	15	382	والى	و+الى	CONJ+PART
3	A	15	383	محبوسين	محبوس+ين	ADJ+NSUFF
3	A	15	384	معاهم	معا+هم	NOUN+PRON
3	A	15	385	من	من	PREP
3	A	15	386	الشباب	ال+شباب	DET+NOUN
3	A	15	387	علشان	علشان	PART
3	A	15	388	فى	فى	PREP
3	A	15	389	ناس	ناس	NOUN
3	A	15	390	مبيجلهاش	م+ب+يج+ل+ها+ش	PART+PROG_PART+V+PREP+PRON+NEG_PART
3	A	15	391	حد	حد	NOUN
3	A	15	392	حاجة	حاج+ة	NOUN+NSUFF
3	A	15	393	مؤلمة	مؤلم+ة	ADJ+NSUFF
3	A	15	394	EOS	EOS	EOS
4	A	16	395	بيقولوا	ب+يقول+وا	PROG_PART+V+PRON
4	A	16	396	اللي	اللي	PART
4	A	16	397	بيحبك	ب+يحب+ك	PROG_PART+V+PRON
4	A	16	398	هيبقى	ه+يبقى	FUT_PART+V
4	A	16	399	على	على	PREP
4	A	16	400	طبيعته	طبيع+ت+ه	NOUN+PRON+PRON
4	A	16	401	معاك	معا+ك	NOUN+PRON
4	A	16	402	!	!	PUNC
4	A	16	403	بس	بس	PART
4	A	16	404	اللي	اللي	PART
4	A	16	405	بيعشقك	ب+يعشق+ك	PROG_PART+V+PRON
4	A	16	406	بقا	بقا	ADV
4	A	16	407	هيعمل	ه+يعمل	FUT_PART+V
4	A	16	408	حاجات	حاج+ات	NOUN+NSUFF
4	A	16	409	مش	مش	PART
4	A	16	410	من	من	PREP
4	A	16	411	طبيعته	طبيع+ت+ه	NOUN+NSUFF+PRON
4	A	16	412	انه	ان+ه	PART+PRON
4	A	16	413	يعملها	يعمل+ها	V+PRON
4	A	16	414	عشان	عشان	PART
4	A	16	415	بس	بس	ADV
4	A	16	416	يرضيك	يرضي+ك	V+PRON
4	A	16	417	و	و	CONJ
4	A	16	418	يعجبك	يعجب+ك	V+PRON
4	A	16	419	!	!	PUNC
4	A	16	420	EOS	EOS	EOS
5	A	17	421	بتحب	ب+تحب	PROG_PART+V
5	A	17	422	حد	حد	NOUN
5	A	17	423	روح	روح	V
5	A	17	424	قوله	قو+ل+ه	V+PREP+PRON
5	A	17	425	،	،	PUNC
5	A	17	426	مش	مش	PART
5	A	17	427	تقول	تقول	V
5	A	17	428	لأمه	ل+أم+ه	PREP+NOUN+NSUFF
5	A	17	429	لا	لا	PART
5	A	17	430	إله	إله	NOUN
5	A	17	431	إلا	إلا	PART
5	A	17	432	الله	الله	NOUN
5	A	17	433	وهو	و+هو	CONJ+PRON
5	A	17	434	لأ	لأ	PART
5	A	17	435	.	.	PUNC
5	A	17	436	.	.	PUNC
5	A	17	437	.	.	PUNC
5	A	17	438	ولو	و+لو	CONJ+PART
5	A	17	439	بتكره	ب+تكره	PROG_PART+V
5	A	17	440	حد	حد	NOUN
5	A	17	441	ابعد	ابعد	V
5	A	17	442	عنه	عن+ه	PREP+PRON
5	A	17	443	وكش	و+كش	CONJ+PART
5	A	17	444	مضطر	مضطر	ADJ
5	A	17	445	تعيش	تعيش	V
5	A	17	446	حياتك	حيا+ت+ك	NOUN+NSUFF+PRON
5	A	17	447	في	في	PREP
5	A	17	448	تمثيل	تمثيل	NOUN
5	A	17	449	.	.	PUNC
5	A	17	450	.	.	PUNC
5	A	17	451	.	.	PUNC
5	A	17	452	زعلان	زعلان	ADJ
5	A	17	453	من	من	PREP
5	A	17	454	حد	حد	NOUN
5	A	17	455	روح	روح	V
5	A	17	456	صفي	صف+ي	V+PRON
5	A	17	457	أمورك	أمور+ك	NOUN+PRON
5	A	17	458	معاه	معا+ه	NOUN+PRON
5	A	17	459	EOS	EOS	EOS
5	A	18	460	عايزة	عايز+ة	ADJ+NSUFF
5	A	18	461	أفضفض	أفضفض	V
5	A	18	462	من	من	PREP
5	A	18	463	غير	غير	NOUN
5	A	18	464	ماحد	ما+حد	PART+NOUN
5	A	18	465	يقول	يقول	V
5	A	18	466	لي	ل+ي	PREP+PRON
5	A	18	467	معلش	معلش	NOUN
5	A	18	468	أو	أو	CONJ
5	A	18	469	فُكك	فك+ك	V+PRON
5	A	18	470	أو	أو	CONJ
5	A	18	471	نفضي	نفض+ي	V+PRON
5	A	18	472	.	.	PUNC
5	A	18	473	.	.	PUNC
5	A	18	474	وده	و+ده	CONJ+PRON
5	A	18	475	مُستحيل	مستحيل	ADJ
5	A	18	476	.	.	PUNC
5	A	18	477	.	.	PUNC
5	A	18	478	فبما	ف+ب+ما	CONJ+PREP+PART
5	A	18	479	إنك	إن+ك	PART+PRON
5	A	18	480	سبب	سبب	NOUN
5	A	18	481	قرفي	قرف+ي	NOUN+PRON
5	A	18	482	فتعالى	ف+تعال+ى	CONJ+V+PRON
5	A	18	483	أفضفضلك	أفضفض+ل+ك	V+PREP+PRON
5	A	18	484	إنتَ	إنت	PRON
5	A	18	485	وحللي	و+حل+ل+ي	CONJ+V+PREP+PRON
5	A	18	486	مشاكلنا	مشاكل+نا	NOUN+PRON
5	A	18	487	!	!	PUNC
5	A	18	488	EOS	EOS	EOS
1	A	19	489	الواحد	ال+واحد	DET+NOUN
1	A	19	490	لما	لما	PART
1	A	19	491	بينام	ب+ينام	PROG_PART+V
1	A	19	492	كتير	كتير	ADJ
1	A	19	493	،	،	PUNC
1	A	19	494	بيحلم	ب+يحلم	PROG_PART+V
1	A	19	495	بأحلام	ب+أحلام	PREP+NOUN
1	A	19	496	-	-	PUNC
1	A	19	497	هيا	هيا	PRON
1	A	19	498	في	في	PREP
1	A	19	499	الأغلب	ال+أغلب	DET+ADJ
1	A	19	500	هلاوس	هلاوس	NOUN
1	A	19	501	او	او	CONJ
1	A	19	502	حاجات	حاج+ات	NOUN+NSUFF
1	A	19	503	تانية	تاني+ة	ADJ+NSUFF
1	A	19	504	،	،	PUNC
1	A	19	505	بس	بس	PART
1	A	19	506	المهم	ال+مهم	DET+ADJ
1	A	19	507	مش	مش	PART
1	A	19	508	أحلام	أحلام	NOUN
1	A	19	509	يعني	يعني	ADV
1	A	19	510	-	-	PUNC
1	A	19	511	مالهمش	ما+ل+هم+ش	PART+PREP+PRON+NEG_PART
1	A	19	512	اي	اي	NOUN
1	A	19	513	علاقة	علاق+ة	NOUN+NSUFF
1	A	19	514	ببعض	ب+بعض	PREP+NOUN
1	A	19	515	،	،	PUNC
1	A	19	516	متتالية	متتالي+ة	NOUN+NSUFF
1	A	19	517	،	،	PUNC
1	A	19	518	وغير	و+غير	CONJ+PART
1	A	19	519	منطقية	منطقي+ة	ADJ+NSUFF
1	A	19	520	.	.	PUNC
1	A	19	521	EOS	EOS	EOS
3	A	20	522	ف	ف	PREP
3	A	20	523	حاجه	حاج+ه	NOUN+NSUFF
3	A	20	524	ظريفه	ظريف+ه	ADJ+NSUFF
3	A	20	525	انا	انا	PRON
3	A	20	526	شيرت	شير+ت	V+PRON
3	A	20	527	اغنيه	اغني+ه	NOUN+NSUFF
3	A	20	528	رنوش	رنوش	NOUN
3	A	20	529	ع	ع	PREP
3	A	20	530	صفحات	صفح+ات	NOUN+NSUFF
3	A	20	531	الموضه	ال+موض+ه	DET+NOUN+NSUFF
3	A	20	532	والاكل	و+ال+اكل	CONJ+DET+NOUN
3	A	20	533	وجابت	و+جاب+ت	CONJ+V+PRON
3	A	20	534	رودو	رودو	NOUN
3	A	20	535	فعل	فعل	NOUN
3	A	20	536	حلوة	حلو+ة	ADJ+NSUFF
3	A	20	537	خصوصا	خصوص+ا	NOUN+CASE
3	A	20	538	بتاعت	بتاع+ت	NOUN+NSUFF
3	A	20	539	الاكل	ال+اكل	DET+NOUN
3	A	20	540	اللى	اللى	PART
3	A	20	541	عنده	عند+ه	NOUN+PRON
3	A	20	542	بقى	بقى	ADV
3	A	20	543	بيج	بيج	NOUN
3	A	20	544	تانى	تانى	ADJ
3	A	20	545	يقولى	يقو+ل+ى	V+PREP+PRON
3	A	20	546	#RanaSamahaTeam	#RanaSamahaTeam	HASH
3	A	20	547	EOS	EOS	EOS
2	A	21	548	الدنيـــا	ال+دنيا	DET+NOUN
2	A	21	549	دى	دى	PRON
2	A	21	550	عبارة	عبار+ة	NOUN+NSUFF
2	A	21	551	عن	عن	PREP
2	A	21	552	امتحان	امتحان	NOUN
2	A	21	553	و	و	CONJ
2	A	21	554	احنا	احنا	PRON
2	A	21	555	فيه	في+ه	PREP+PRON
2	A	21	556	يوم	يوم	NOUN
2	A	21	557	ما	ما	PART
2	A	21	558	الامتحان	ال+امتحان	DET+NOUN
2	A	21	559	دة	دة	PRON
2	A	21	560	بيخلص	ب+يخلص	PROG_PART+V
2	A	21	561	حياه	حيا+ه	NOUN+NSUFF
2	A	21	562	الانسان	ال+انسان	DET+NOUN
2	A	21	563	كمان	كمان	ADV
2	A	21	564	بتخلص	ب+تخلص	PROG_PART+V
2	A	21	565	ساعتها	ساع+ت+ها	NOUN+NSUFF+PRON
2	A	21	566	بقى	بقى	ADV
2	A	21	567	بيروح	ب+يروح	PROG_PART+V
2	A	21	568	يجيب	يجيب	V
2	A	21	569	نتيجتة	نتيج+ت+ة	NOUN+NSUFF+PRON
2	A	21	570	.	.	PUNC
2	A	21	571	.	.	PUNC
2	A	21	572	EOS	EOS	EOS
4	A	22	573	لمـآ	لمآ	PART
4	A	22	574	تيجي	تيج+ي	V+PRON
4	A	22	575	علي	علي	PREP
