Fold	SubFold	SentID	Order	Word	Segmentation	POS
5	A	5	16	لعربي	ل+عربي	DET+ADJ
5	A	5	17	يا	يا	PART
5	A	5	18	صوتو	صوت+و	V+PRON
5	A	5	19	يا	يا	PART
5	A	5	20	سكتو	سكت+و	V+PRON
3	A	5	21	ماشي	ماشي	PART
5	A	5	22	توقفو	توقف+و	V+PRON
5	A	5	23	ضدو	ضد+و	NOUN+PRON
5	A	5	24	#المغرب_مع_انيس	#المغرب_مع_انيس	HASH
5	A	5	25	…	…	PUNC
5	A	5	26	EOS	EOS	EOS
4	A	6	1	-	-	PUNC
4	A	6	2	إلا	إلا	PART
4	A	6	3	كنتي	كنت+ي	V+PRON
4	A	6	4	راجل	راجل	NOUN
4	A	6	5	هبط	هبط	V
4	A	6	6	-	-	PUNC
4	A	6	7	أنا	أنا	PRON
4	A	6	8	راجل	راجل	NOUN
4	A	6	9	و	و	CONJ
4	A	6	10	لكن	لكن	PART
4	A	6	11	موحال	موحال	NOUN
4	A	6	12	واش	واش	PART
4	A	6	13	مراتي	مرا+ت+ي	NOUN+NSUFF+PRON
4	A	6	14	تخليني	تخلي+ني	V+PRON
4	A	6	15	نهبط	نهبط	V
4	A	6	16	فهاد	ف+هاد	PREP+PRON
4	A	6	17	الساعة	ال+ساع+ة	DET+NOUN+NSUFF
4	A	6	18	😒	😒	EMOT
4	A	6	19	EOS	EOS	EOS
4	A	7	1	احب	احب	V
4	A	7	2	ريحه	ريح+ه	NOUN+NSUFF
4	A	7	3	اقلام	اقلام	NOUN
4	A	7	4	السبوره	ال+سبور+ه	DET+NOUN+NSUFF
4	A	7	5	يخي	يخي	PART
4	A	7	6	كذا	كذا	PRON
4	A	7	7	فيها	في+ها	PREP+PRON
4	A	7	8	شي	شي	NOUN
4	A	7	9	اخخ	اخخ	NOUN
4	A	7	10	بس	بس	ADV
4	A	7	11	جمال	جمال	NOUN
4	A	7	12	EOS	EOS	EOS
3	B	8	1	#HananeElKhader	#HananeElKhader	HASH
3	B	8	2	احلى	احلى	ADJ
3	B	8	3	ربورتاج	ربورتاج	NOUN
3	B	8	4	فهاد	ف+هاد	PREP+PRON
3	B	8	5	الموسم	ال+موسم	DET+NOUN
3	B	8	6	هو	هو	PRON
3	B	8	7	ربورناج	ربورناج	NOUN
3	B	8	8	حنان	حنان	NOUN
3	B	8	9	فباريس	ف+باريس	PREP+NOUN
3	B	8	10	شكون	شكون	PART
3	B	8	11	متافق	متافق	ADJ
3	B	8	12	انها	ان+ها	PART+PRON
3	B	8	13	سلطاانة	سلطاان+ة	NOUN+NSUFF
3	B	8	14	الموسم	ال+موسم	DET+NOUN
3	B	8	15	بامتياز	ب+امتياز	PREP+NOUN
3	B	8	16	EOS	EOS	EOS
3	A	9	1	#AnisBourahla	#AnisBourahla	HASH
3	A	9	2	#IhabAmir	#IhabAmir	HASH
3	A	9	3	احنا	احنا	PRON
3	A	9	4	ولادنا	ولاد+نا	NOUN+PRON
3	A	9	5	اعطاوهم	اعطا+و+هم	V+PRON+PRON
3	A	9	6	رحلة	رحل+ة	NOUN+NSUFF
3	A	9	7	لمصر	ل+مصر	PREP+NOUN
3	A	9	8	والأردن	و+ال+أردن	CONJ+DET+NOUN
3	A	9	9	وبعتو	و+بعت+و	CONJ+V+PRON
3	A	9	10	معم	مع+م	CONJ+PRON
3	A	9	11	LES	LES	FOREIGN
3	A	9	12	GARDES	GARDES	FOREIGN
3	A	9	13	بسباس	بسباس	NOUN
3	A	9	14	والمهرج	و+ال+مهرج	CONJ+DET+NOUN
3	A	9	15	باش	باش	PART
3	A	9	16	يعسوهم	يعس+و+هم	V+PRON+PRON
3	A	9	17	تفوه	تفوه	V
3	A	9	18	EOS	EOS	EOS
2	A	10	1	اخذي	اخذ+ي	V+PRON
2	A	10	2	من	من	PREP
2	A	10	3	الي	الي	PART
2	A	10	4	كان	كان	V
2	A	10	5	بغيك	بغي+ك	V+PRON
2	A	10	6	بزاف	بزاف	ADV
2	A	10	7	نموت	نموت	V
2	A	10	8	عليك	علي+ك	PREP+PRON
2	A	10	9	•	•	PUNC
2	A	10	10	ابرك	ابرك	V
2	A	10	11	من	من	PREP
2	A	10	12	وجهين	وجه+ين	NOUN+NSUFF
2	A	10	13	واي	و+اي	CONJ+PRON
2	A	10	14	وانتا	و+انتا	CONJ+PRON
2	A	10	15	👏	👏	EMOT
2	A	10	16	👏	👏	EMOT
2	A	10	17	EOS	EOS	EOS
5	A	11	1	#كلاسيكيات_الابتدائي	#كلاسيكيات_الابتدائي	HASH
5	A	11	2	استادة	استاد+ة	NOUN+NSUFF
5	A	11	3	تسالالي	تسالا+ل+ي	V+PREP+PRON
5	A	11	4	الدفتر	ال+دفتر	DET+NOUN
5	A	11	5	.	.	PUNC
5	A	11	6	.	.	PUNC
5	A	11	7	واش	واش	PART
5	A	11	8	نكمل	نكمل	V
5	A	11	9	فالكرطونة	ف+ال+كرطون+ة	PREP+DET+NOUN+NSUFF
5	A	11	10	؟	؟	PUNC
5	A	11	11	EOS	EOS	EOS
5	A	12	1	@MajdaNasiri	@MajdaNasiri	MENTION
5	A	12	2	اسمها	اسم+ها	NOUN+NSUFF
5	A	12	3	noha	noha	URL
5	A	12	4	azz	azz	FOREIGN
5	A	12	5	راه	را+ه	PART+PRON
5	A	12	6	كنبلوكيو	ك+نبلوكي+و	PROG_PART+V+PRON
5	A	12	7	ها	ها	PRON
5	A	12	8	دخلي	دخل+ي	V+PRON
5	A	12	9	حتى	حتى	PART
5	A	12	10	نتي	نتي	PRON
5	A	12	11	بلوكها	بلوك+ها	V+PRON
5	A	12	12	EOS	EOS	EOS
1	B	13	1	اكدولي	اكد+و+ل+ي	V+PRON+PREP+NSUFF
1	B	13	2	على	على	PREP
1	B	13	3	👇	👇	EMOT
1	B	13	4	🏻	🏻	EMOT
1	B	13	5	تريكو	تريكو	NOUN
1	B	13	6	تاع	تاع	PREP
1	B	13	7	شبيبة	شبيب+ة	NOUN+NSUFF
1	B	13	8	👕	👕	EMOT
1	B	13	9	كوفيرتة	كوفيرت+ة	NOUN+NSUFF
1	B	13	10	تاع	تاع	PREP
1	B	13	11	نمر	نمر	NOUN
1	B	13	12	مت	مت	PREP
1	B	13	13	كثر	كثر	NOUN
1	B	13	14	لغسيل	ل+غسيل	DET+NOUN
1	B	13	15	ولا	ولا	V
1	B	13	16	فهد	فهد	NOUN
1	B	13	17	🐅	🐅	EMOT
1	B	13	18	🐆	🐆	EMOT
1	B	13	19	#Souhilabenlachhab	#Souhilabenlachhab	HASH
1	B	13	20	#IhabAmir	#IhabAmir	HASH
1	B	13	21	#StaracArabia	#StaracArabia	HASH
1	B	13	22	https:	https:	URL
1	B	13	23	…	…	PUNC
1	B	13	24	EOS	EOS	EOS
3	A	14	1	@Fatimae06	@Fatimae06	MENTION
3	A	14	2	اكيد	اكيد	ADV
3	A	14	3	وليسا	و+ليسا	CONJ+V
3	A	14	4	لي	لي	PART
3	A	14	5	جاي	جاي	V
3	A	14	6	احلي	احلي	ADJ
3	A	14	7	بلييز	بلييز	NOUN
3	A	14	8	فاتي	فاتي	NOUN
3	A	14	9	مالي	ما+ل+ي	PART+PREP+PRON
3	A	14	10	تهضرو	تهضر+و	V+PRON
3	A	14	11	معاها	معا+ها	NOUN+PRON
3	A	14	12	غدا	غد+ا	NOUN+CASE
3	A	14	13	عاودو	عاود+و	V+PRON
3	A	14	14	ليها	لي+ها	PREP+PRON
3	A	14	15	الهدرة	ال+هدر+ة	DET+NOUN+NSUFF
3	A	14	16	ديال	ديال	PREP
3	A	14	17	اليوم	ال+يوم	DET+NOUN
3	A	14	18	EOS	EOS	EOS
1	A	15	1	#كلاسيكيات_الابتدائي	#كلاسيكيات_الابتدائي	HASH
1	A	15	2	الا	الا	PART
1	A	15	3	بغيتي	بغيت+ي	V+PRON
1	A	15	4	تلقا	تلقا	V
1	A	15	5	الديجيمون	ال+ديجيمون	DET+NOUN
1	A	15	6	الغابر	ال+غابر	DET+ADJ
1	A	15	7	شري	شر+ي	V+PRON
1	A	15	8	بيمو	بيمو	NOUN
1	A	15	9	ديال	ديال	PREP
1	A	15	10	مرجان	مرجان	NOUN
1	A	15	11	EOS	EOS	EOS
5	B	16	1	@imaneaymane5	@imaneaymane5	MENTION
5	B	16	2	@lhobHanounaRafa	@lhobHanounaRafa	MENTION
5	B	16	3	البنات	ال+بن+ات	DET+NOUN+NSUFF
5	B	16	4	بليز	بليز	NOUN
5	B	16	5	الله	الله	NOUN
5	B	16	6	يخلي	يخل+ي	V+PRON
5	B	16	7	ليكم	لي+كم	PREP+PRON
5	B	16	8	معز	معز	ADJ
5	B	16	9	عندكم	عند+كم	NOUN+PRON
2	B	16	10	بلا	ب+لا	PREP+PART
5	B	16	11	منفرقو	م+نفرق+و	PART+V+PRON
5	B	16	12	ولادنا	ولاد+نا	NOUN+PRON
5	B	16	13	رَآه	رآ+ه	PART+PRON
5	B	16	14	من	من	PREP
5	B	16	15	قبيلة	قبيل+ة	NOUN+NSUFF
5	B	16	16	و	و	CONJ
5	B	16	17	انا	انا	PRON
5	B	16	18	كنبكي	ك+نبكي	PROG_PART+V
5	B	16	19	بسباب	ب+سباب	PREP+NOUN
5	B	16	20	هادشي	هاد+شي	PRON+NOUN
5	B	16	21	ب	ب	PREP
5	B	16	22	…	…	PUNC
5	B	16	23	EOS	EOS	EOS
5	A	17	1	البنت	ال+بنت	DET+NOUN
5	A	17	2	صدقات	صدق+ات	V+PRON
5	A	17	3	مراة	مرا+ة	NOUN+NSUFF
5	A	17	4	لاخر	ل+اخر	DET+NOUN
5	A	17	5	گالت	گال+ت	V+PRON
5	A	17	6	لواكيل	ل+واكيل	PREP+NOUN
5	A	17	7	المليك	ال+مليك	DET+NOUN
5	A	17	8	كنت	كن+ت	V+PRON
5	A	17	9	ا	ا	PART
5	A	17	10	سيدي	سيد+ي	NOUN+PRON
5	A	17	11	مع	مع	CONJ
5	A	17	12	راجلي	راجل+ي	NOUN+PRON
5	A	17	13	تا	تا	ADV
5	A	17	14	جا	جا	V
5	A	17	15	هجم	هجم	V
5	A	17	16	علينا	علي+نا	PREP+PRON
5	A	17	17	هاد	هاد	PRON
5	A	17	18	السيد	ال+سيد	DET+NOUN
5	A	17	19	😂	😂	EMOT
5	A	17	20	صاحبي	صاحب+ي	NOUN+PRON
4	A	17	21	ما	ما	PART
5	A	17	22	فهم	فهم	V
5	A	17	23	تا	تا	ADV
5	A	17	24	حاجة	حاج+ة	NOUN+NSUFF
5	A	17	25	من	من	PREP
5	A	17	26	ديك	ديك	PRON
5	A	17	27	الساع	ال+ساع	DET+NOUN
5	A	17	28	و	و	CONJ
5	A	17	29	هو	هو	PRON
5	A	17	30	حاقد	حاقد	ADJ
5	A	17	31	EOS	EOS	EOS
3	A	18	1	التخبية	ال+تخبي+ة	DET+NOUN+NSUFF
3	A	18	2	ديال	ديال	PREP
3	A	18	3	لاتروس	لاتروس	NOUN
3	A	18	4	على	على	PREP
3	A	18	5	مولاها	مولا+ها	NOUN+NSUFF
3	A	18	6	حتى	حتى	ADV
3	A	18	7	يقرب	يقرب	V
3	A	18	8	يشكم	يشكم	V
3	A	18	9	للمعلمة	ل+ال+معلم+ة	PREP+DET+NOUN+NSUFF
3	A	18	10	#كلاسيكيات_الابتدائي	#كلاسيكيات_الابتدائي	HASH
3	A	18	11	EOS	EOS	EOS
1	A	19	1	التمكريه	ال+تمكريه	DET+NOUN
1	A	19	2	ديال	ديال	PREP
1	A	19	3	تحط	تحط	V
1	A	19	4	كلاسور	كلاسور	NOUN
1	A	19	5	في	في	PREP
1	A	19	6	الطاولة	ال+طاول+ة	DET+NOUN+NSUFF
1	A	19	7	باش	باش	PART
1	A	19	8	ماينقلش	ما+ينقل+ش	PART+V+PART
1	A	19	9	منك	من+ك	PREP+PRON
1	A	19	10	صاحبك	صاحب+ك	NOUN+PRON
1	A	19	11	#كلاسيكيات_الابتدائي	#كلاسيكيات_الابتدائي	HASH
1	A	19	12	EOS	EOS	EOS
3	A	20	1	الخلعة	ال+خلع+ة	DET+NOUN+NSUFF
3	A	20	2	لي	لي	PART
3	A	20	3	فيا	في+ا	PREP+PRON
3	A	20	4	على	على	PREP
3	A	20	5	حنان	حنان	NOUN
3	A	20	6	نضت	نض+ت	V+PRON
3	A	20	7	سرقت	سرق+ت	V+PRON
3	A	20	8	تيليفونات	تيليفون+ات	NOUN+NSUFF
3	A	20	9	ديال	ديال	PREP
3	A	20	10	ما	ما	NOUN
3	A	20	11	لين	لين	NOUN
3	A	20	12	دار	دار	NOUN
3	A	20	13	من	من	PREP
3	A	20	14	ماما	ماما	NOUN
3	A	20	15	جدتي	جد+ت+ي	NOUN+NSUFF+PRON
3	A	20	16	خويا	خو+يا	NOUN+PRON
3	A	20	17	اختي	اخت+ي	NOUN+PRON
3	A	20	18	او	او	CONJ
3	A	20	19	صوت	صوت	V
3	A	20	20	ليها	لي+ها	PREP+PRON
3	A	20	21	خيت	خيت	ADV
3	A	20	22	صوت	صوت	NOUN
3	A	20	23	واحد	واحد	ADJ
3	A	20	24	اقدر	اقدر	V
3	A	20	25	ادير	ادير	V
3	A	20	26	الفرق	ال+فرق	DET+NOUN
3	A	20	27	…	…	PUNC
3	A	20	28	EOS	EOS	EOS
2	B	21	1	الدار	ال+دار	DET+NOUN
2	B	21	2	البيضاء	ال+بيضاء	DET+ADJ
2	B	21	3	هي	هي	PRON
2	B	21	4	بوعو	بوعو	NOUN
2	B	21	5	ديال	ديال	PREP
2	B	21	6	المغرب	ال+مغرب	DET+NOUN
2	B	21	7	.	.	PUNC
2	B	21	8	D:	D:	EMOT
2	B	21	9	EOS	EOS	EOS
5	B	22	1	#كلاسيكيات_الابتدائي	#كلاسيكيات_الابتدائي	HASH
5	B	22	2	الدراري	ال+دراري	DET+NOUN
5	B	22	3	لاعبين	لاعب+ين	NOUN+NSUFF
5	B	22	4	طاقرباق	طاقرباق	NOUN
5	B	22	5	بالتصاور	ب+ال+تصاور	PREP+DET+NOUN
5	B	22	6	تاع	تاع	PREP
5	B	22	7	بانيني	بانيني	NOUN
5	B	22	8	فالاستراحة	ف+ال+استراح+ة	PREP+DET+NOUN+NSUFF
5	B	22	9	.	.	PUNC
5	B	22	10	EOS	EOS	EOS
3	B	23	1	الدفاتر	ال+دفاتر	DET+NOUN
3	B	23	2	ديال	ديال	PREP
3	B	23	3	24	24	NUM
3	B	23	4	رقة	رق+ة	NOUN+NSUFF
3	B	23	5	ومصور	و+مصور	CONJ+ADJ
3	B	23	6	فيهم	في+هم	PREP+PRON
3	B	23	7	نمر	نمر	NOUN
3	B	23	8	وجدول	و+جدول	CONJ+NOUN
3	B	23	9	الضرب	ال+ضرب	DET+NOUN
3	B	23	10	#كلاسيكيات_الابتدائي	#كلاسيكيات_الابتدائي	HASH
3	B	23	11	EOS	EOS	EOS
5	A	24	1	#Souhilabenlachhab	#Souhilabenlachhab	HASH
5	A	24	2	#IhabAmir	#IhabAmir	HASH
5	A	24	3	#StaracArabia	#StaracArabia	HASH
5	A	24	4	السقاية	ال+سقاي+ة	DET+NOUN+NSUFF
5	A	24	5	الجديدة	ال+جديد+ة	DET+ADJ+NSUFF
5	A	24	6	ديال	ديال	PREP
5	A	24	7	الدرب	ال+درب	DET+NOUN
5	A	24	8	.	.	PUNC
5	A	24	9	.	.	PUNC
5	A	24	10	فيفتي	فيفتي	NOUN
5	A	24	11	/	/	PUNC
5	A	24	12	فيفتي	فيفتي	NOUN
5	A	24	13	.	.	PUNC
5	A	24	14	.	.	PUNC
2	A	24	15	ما	ما	PART
2	A	24	16	مفاكينش	م+فاك+ين+ش	PART+V+PRON+NEG_PART
5	A	24	17	!!!!	!!!!	PUNC
5	A	24	18	كونوا	كون+وا	V+PRON
5	A	24	19	شاهدين	شاهد+ين	NOUN+NSUFF
5	A	24	20	htt	htt	URL
5	A	24	21	…	…	PUNC
5	A	24	22	EOS	EOS	EOS
1	B	25	1	@aissa_lakehal	@aissa_lakehal	MENTION
1	B	25	2	السوهابين	ال+سوهاب+ين	DET+NOUN+NSUFF
1	B	25	3	واجدين	واجد+ين	ADJ+NSUFF
1	B	25	4	خويا	خو+يا	NOUN+PRON
1	B	25	5	عيسى	عيسى	NOUN
1	B	25	6	من	من	PREP
1	B	25	7	درك	درك	ADV
1	B	25	8	في	في	PREP
1	B	25	9	خاطر	خاطر	NOUN
1	B	25	10	حبيبتنا	حبيب+ت+نا	NOUN+NSUFF+PRON
1	B	25	11	ساهو	ساهو	NOUN
1	B	25	12	وسكارة	و+سكار+ة	CONJ+NOUN+NSUFF
1	B	25	13	في	في	PREP
1	B	25	14	الغيارين	ال+غيار+ين	DET+ADJ+NSUFF
1	B	25	15	EOS	EOS	EOS
3	A	26	1	السيد	ال+سيد	DET+NOUN
3	A	26	2	سكران	سكران	ADJ
3	A	26	3	و	و	CONJ
3	A	26	4	تودر	تودر	V
3	A	26	5	ليه	لي+ه	PREP+PRON
3	A	26	6	السيدي	ال+سيدي	DET+NOUN
3	A	26	7	ديال	ديال	PREP
3	A	26	8	اعتابو	اعتابو	NOUN
3	A	26	9	EOS	EOS	EOS
2	B	27	1	العالم	ال+عالم	DET+NOUN
2	B	27	2	عبارة	عبار+ة	NOUN+NSUFF
2	B	27	3	عن	عن	PREP
2	B	27	4	5	5	NUM
2	B	27	5	دراهم	دراهم	NOUN
2	B	27	6	ديال	ديال	PREP
2	B	27	7	اللوز	ال+لوز	DET+NOUN
2	B	27	8	و	و	CONJ
2	B	27	9	المغرب	ال+مغرب	DET+NOUN
2	B	27	10	هو	هو	PRON
2	B	27	11	ديك	ديك	PRON
2	B	27	12	اللوزة	ال+لوز+ة	DET+NOUN+NSUFF
2	B	27	13	الحارة	ال+حار+ة	DET+ADJ+NSUFF
2	B	27	14	EOS	EOS	EOS
3	B	28	1	الفانز	ال+فانز	DET+NOUN
3	B	28	2	الي	الي	PART
3	B	28	3	خايفين	خايف+ين	ADJ+NSUFF
3	B	28	4	على	على	PREP
3	B	28	5	ولادهم	ولاد+هم	NOUN+PRON
3	B	28	6	نحب	نحب	V
3	B	28	7	نقوليكم	نقو+لي+كم	V+PREP+PRON
3	B	28	8	راه	را+ه	PART+PRON
3	B	28	9	الشياطين	ال+شياطين	DET+NOUN
3	B	28	10	باقين	باق+ين	V+PRON
3	B	28	11	الداخل	ال+داخل	DET+NOUN
3	B	28	12	اما	اما	PART
3	B	28	13	الي	الي	PART
3	B	28	14	خايفين	خايف+ين	ADJ+NSUFF
3	B	28	15	منهم	من+هم	PREP+PRON
3	B	28	16	غير	غير	NOUN
3	B	28	17	ملائكة	ملائك+ة	NOUN+NSUFF
3	B	28	18	#IhabAmir	#IhabAmir	HASH
3	B	28	19	#SouhilaBenL	#SouhilaBenL	HASH
3	B	28	20	…	…	PUNC
3	B	28	21	EOS	EOS	EOS
2	A	29	1	#كلاسيكيات_الابتدائي	#كلاسيكيات_الابتدائي	HASH
2	A	29	2	القراية	ال+قراي+ة	DET+NOUN+NSUFF
2	A	29	3	فالقسم	ف+ال+قسم	PREP+DET+NOUN
2	A	29	4	كاتمشي	كا+تمشي	PROG_PART+V
2	A	29	5	تجيب	تجيب	V
2	A	29	6	العصا	ال+عصا	DET+NOUN
2	A	29	7	لالستاذ	ل+ال+ستاذ	PREP+DET+NOUN
2	A	29	8	EOS	EOS	EOS
5	A	30	1	الكسول	ال+كسول	DET+ADJ
5	A	30	2	ديال	ديال	PREP
5	A	30	3	القسم	ال+قسم	DET+NOUN
5	A	30	4	ديما	ديما	ADV
5	A	30	5	كيبلغ	ك+يبلغ	PROG_PART+V
5	A	30	6	هو	هو	PRON
5	A	30	7	الاول	ال+اول	DET+NOUN
5	A	30	8	#كلاسيكيات_الابتدائي	#كلاسيكيات_الابتدائي	HASH
5	A	30	9	EOS	EOS	EOS
5	B	31	1	#كلاسيكيات_الابتدائي	#كلاسيكيات_الابتدائي	HASH
5	B	31	2	الكوتسيزو	ال+كوتسيزو	DET+NOUN
5	B	31	3	ديال	ديال	PREP
5	B	31	4	حجي	حجي	NOUN
5	B	31	5	ضد	ضد	NOUN
5	B	31	6	مصر	مصر	NOUN
5	B	31	7	#صافي_سدينا	#صافي_سدينا	HASH
5	B	31	8	EOS	EOS	EOS
2	B	32	1	#كلاسيكيات_اﻻبتدائي	#كلاسيكيات_اﻻبتدائي	HASH
2	B	32	2	اللصاق	ال+لصاق	DET+NOUN
2	B	32	3	ديال	ديال	PREP
2	B	32	4	درهم	درهم	NOUN
2	B	32	5	للي	ل+لي	PREP+PART
2	B	32	6	فالقرعة	ف+ال+قرع+ة	PREP+DET+NOUN+NSUFF
2	B	32	7	و	و	CONJ
1	B	32	8	ما	ما	PART
2	B	32	9	كايلصق	كا+يلصق	PROG_PART+V
2	B	32	10	تا	تا	ADV
2	B	32	11	وزة	وز+ة	NOUN+NSUFF
2	B	32	12	EOS	EOS	EOS
1	B	33	1	الله	الله	NOUN
1	B	33	2	يخزيني	يخزي+ني	V+PRON
1	B	33	3	كيف	كيف	PART
1	B	33	4	كاينة	كاين+ة	ADJ+NSUFF
1	B	33	5	اكتب	اكتب	V
1	B	33	6	تويتات	تويت+ات	NOUN+NSUFF
1	B	33	7	:/	:/	EMOT
1	B	33	8	EOS	EOS	EOS
2	B	34	1	#hananeelkhader	#hananeelkhader	HASH
2	B	34	2	الله	الله	NOUN
2	B	34	3	ينعل	ينعل	V
2	B	34	4	لي	لي	PART
2	B	34	5	مايحشم	ما+يحشم	PART+V
2	B	34	6	بغاوها	بغاو+ها	V+PRON
2	B	34	7	تنزل	تنزل	V
2	B	34	8	دموع	دموع	NOUN
2	B	34	9	غير	غير	NOUN
2	B	34	10	باش	باش	PART
2	B	34	11	تجي	تجي	V
2	B	34	12	على	على	PREP
2	B	34	13	خاطرهم	خاطر+هم	NOUN+PRON
2	B	34	14	حنان	حنان	NOUN
2	B	34	15	بلا	بلا	PART
2	B	34	16	ما	ما	PART
2	B	34	17	تمتل	تمتل	V
2	B	34	18	المنافقين	ال+منافق+ين	DET+NOUN+NSUFF
2	B	34	19	باين	باين	ADJ
2	B	34	20	فيها	في+ها	PREP+PRON
2	B	34	21	مصدومة	مصدوم+ة	NOUN+NSUFF
2	B	34	22	…	…	PUNC
2	B	34	23	EOS	EOS	EOS
4	B	35	1	اللي	اللي	PART
4	B	35	2	الآن	ال+آن	DET+NOUN
4	B	35	3	مع	مع	CONJ
4	B	35	4	كنزة	كنز+ة	NOUN+NSUFF
4	B	35	5	هذا	هذا	PRON
4	B	35	6	هو	هو	PRON
4	B	35	7	الجمهور	ال+جمهور	DET+NOUN
4	B	35	8	الحقيقي	ال+حقيقي	DET+ADJ
4	B	35	9	الي	الي	PART
4	B	35	10	تمناتو	تمنات+و	V+PRON
4	B	35	11	لكن	لكن	PART
4	B	35	12	باش	باش	PART
4	B	35	13	تبدأ	تبدأ	V
4	B	35	14	ستاراك	ستاراك	NOUN
4	B	35	15	جديدة	جديد+ة	ADJ+NSUFF
4	B	35	16	و	و	CONJ
2	B	35	17	ما	ما	PART
4	B	35	18	تنسوها	تنس+و+ها	V+PRON+PRON
4	B	35	19	😢	😢	EMOT
4	B	35	20	في	في	PREP
4	B	35	21	كل	كل	NOUN
4	B	35	22	جروبات	جروب+ات	NOUN+NSUFF
4	B	35	23	اسم	اسم	NOUN
4	B	35	24	كنزة	كنز+ة	NOUN+NSUFF
4	B	35	25	و	و	CONJ
4	B	35	26	مينا	مينا	NOUN
4	B	35	27	…	…	PUNC
4	B	35	28	EOS	EOS	EOS
5	A	36	1	اللي	اللي	PART
5	A	36	2	مضحكني	مضحك+ني	NOUN+PRON
5	A	36	3	هاد	هاد	PRON
5	A	36	4	الموسم	ال+موسم	DET+NOUN
5	A	36	5	😂	😂	EMOT
5	A	36	6	الجزائريين	ال+جزائري+ين	DET+NOUN+NSUFF
5	A	36	7	لن	لن	PART
