Fold	SubFold	SentID	Order	Word	Segmentation	POS
1	B	3	2	تفكرين	تفكر+ين	V+PRON
1	B	3	3	بالماضي	ب+ال+ماضي	PREP+DET+NOUN
1	B	3	4	عشان	عشان	PART
1	B	3	5	ما	ما	PART
1	B	3	6	تتضايقين	تتضايق+ين	V+PRON
1	B	3	7	ولا	و+لا	CONJ+PART
1	B	3	8	المستقبل	ال+مستقبل	DET+NOUN
1	B	3	9	عشان	عشان	PART
1	B	3	10	ما	ما	PART
1	B	3	11	تشيلين	تشيل+ين	V+PRON
1	B	3	12	هم	هم	NOUN
1	B	3	13	لا	لا	PART
1	B	3	14	تفكرين	تفكر+ين	V+PRON
1	B	3	15	بشي	ب+شي	PREP+NOUN
1	B	3	16	بس	بس	PART
1	B	3	17	أبلعي	أبلع+ي	V+PRON
1	B	3	18	ونامي	و+نام+ي	CONJ+V+PRON
1	B	3	19	EOS	EOS	EOS
4	B	4	1	@chanyol_	@chanyol_	MENTION
4	B	4	2	اي	اي	PART
4	B	4	3	والله	و+الله	CONJ+NOUN
4	B	4	4	اعرف	اعرف	V
4	B	4	5	وحده	وحد+ه	NOUN+NSUFF
4	B	4	6	كذا	كذا	ADV
4	B	4	7	لدرجه	ل+درج+ه	PREP+NOUN+NSUFF
4	B	4	8	انها	ان+ها	PART+PRON
4	B	4	9	تتجرأ	تتجرأ	V
4	B	4	10	وتقول	و+تقول	CONJ+V
4	B	4	11	تحبها	تحب+ها	V+PRON
4	B	4	12	اكثر	اكثر	ADJ
4	B	4	13	م	م	PREP
4	B	4	14	زوجها	زوج+ها	NOUN+PRON
4	B	4	15	بجد	ب+جد	PREP+NOUN
4	B	4	16	عجزت	عجز+ت	V+PRON
4	B	4	17	افهمها	افهم+ها	V+PRON
4	B	4	18	?	?	PUNC
4	B	4	19	?	?	PUNC
4	B	4	20	EOS	EOS	EOS
5	A	5	1	في	في	PREP
5	A	5	2	عآلم	عآلم	NOUN
5	A	5	3	الشعر	ال+شعر	DET+NOUN
5	A	5	4	والأضوآء	و+ال+أضوآء	CONJ+DET+NOUN
5	A	5	5	والشهره	و+الشهره	CONJ+NOUN
5	A	5	6	والوآقع	و+ال+وآقع	CONJ+DET+NOUN
5	A	5	7	المر	ال+مر	DET+NOUN
5	A	5	8	،	،	PUNC
5	A	5	9	والفرقآ	و+ال+فرقآ	CONJ+DET+NOUN
5	A	5	10	،	،	PUNC
5	A	5	11	وحرمآني	و+حرمآن+ي	CONJ+ADJ+PRON
5	A	5	12	هذآ	هذآ	PRON
5	A	5	13	قصيدي	قصيد+ي	NOUN+PRON
5	A	5	14	وگل	و+گل	CONJ+NOUN
5	A	5	15	غآيب	غآيب	ADJ
5	A	5	16	معه	مع+ه	NOUN+PRON
5	A	5	17	عذره	عذر+ه	NOUN+PRON
5	A	5	18	يمگن	يمگن	V
5	A	5	19	.	.	PUNC
5	A	5	20	حبيبي	حبيب+ي	NOUN+PRON
5	A	5	21	يشوف	يشوف	V
5	A	5	22	أسمي	أسم+ي	NOUN+PRON
5	A	5	23	ويقرآني	و+يقرآ+ني	CONJ+V+PRON
5	A	5	24	EOS	EOS	EOS
4	A	6	1	اقفى	اقفى	V
4	A	6	2	.	.	PUNC
4	A	6	3	.	.	PUNC
4	A	6	4	و	و	CONJ
4	A	6	5	لكنہ	لكن+ہ	CONJ+PRON
4	A	6	6	ترك	ترك	V
4	A	6	7	داخلي	داخل+ي	NOUN+PRON
4	A	6	8	شي	شي	NOUN
4	A	6	9	وانا	و+انا	CONJ+PRON
4	A	6	10	تركت	ترك+ت	V+PRON
4	A	6	11	(	(	PUNC
4	A	6	12	بداخلہ	ب+داخل+ہ	PREP+NOUN+PRON
4	A	6	13	)	)	PUNC
4	A	6	14	الف	الف	NUM
4	A	6	15	حاجہ	حاج+ہ	NOUN+NSUFF
4	A	6	16	مدري	م+دري	PART+V
4	A	6	17	مصير	مصير	NOUN
4	A	6	18	الحي	ال+حي	DET+ADJ
4	A	6	19	بيلاقي	ب+يلاقي	PREP+V
4	A	6	20	الحي	ال+حي	DET+ADJ
4	A	6	21	و	و	CONJ
4	A	6	22	لا	لا	PART
4	A	6	23	انا	انا	PRON
4	A	6	24	وياھ	ويا+ھ	NOUN+PRON
4	A	6	25	.	.	PUNC
4	A	6	26	.	.	PUNC
4	A	6	27	!	!	PUNC
4	A	6	28	صعب	صعب	ADJ
4	A	6	29	انتواجہ	انتواج+ہ	V+PRON
4	A	6	30	EOS	EOS	EOS
4	A	7	1	60	60	NUM
4	A	7	2	:	:	PUNC
4	A	7	3	التويتس	ال+تويتس	DET+NOUN
4	A	7	4	بتاعك	بتاع+ك	NOUN+PRON
4	A	7	5	جميل	جميل	ADJ
4	A	7	6	بعض	بعض	NOUN
4	A	7	7	تغريداتك	تغريد+ات+ك	NOUN+NSUFF+PRON
4	A	7	8	تمثلني	تمثل+ني	V+PRON
4	A	7	9	،	،	PUNC
4	A	7	10	نفقدك	نفقد+ك	V+PRON
4	A	7	11	اذا	اذا	PART
4	A	7	12	م	م	PART
4	A	7	13	شفناك	شف+نا+ك	V+PRON+PRON
4	A	7	14	ف	ف	PREP
4	A	7	15	تايم	تايم	NOUN
4	A	7	16	لاين	لاين	NOUN
4	A	7	17	وبس	و+بس	CONJ+PART
4	A	7	18	?	?	PUNC
4	A	7	19	?	?	PUNC
4	A	7	20	?	?	PUNC
4	A	7	21	?	?	PUNC
4	A	7	22	EOS	EOS	EOS
3	B	8	1	.	.	PUNC
3	B	8	2	ما	ما	PART
3	B	8	3	أبيك	أبي+ك	V+PRON
3	B	8	4	تسأل	تسأل	V
3	B	8	5	كيف	كيف	PART
3	B	8	6	أنا	أنا	PRON
3	B	8	7	أغليك	أغلي+ك	ADJ+PRON
3	B	8	8	وشلون	وشلون	PART
3	B	8	9	؟	؟	PUNC
3	B	8	10	!	!	PUNC
3	B	8	11	الحب	ال+حب	DET+NOUN
3	B	8	12	كله	كل+ه	NOUN+NSUFF
3	B	8	13	فيك	في+ك	PREP+PRON
3	B	8	14	أنا	أنا	PRON
3	B	8	15	أشوفه	أشوف+ه	V+PRON
3	B	8	16	شوي	شوي	ADJ
3	B	8	17	"	"	PUNC
3	B	8	18	يكفي	يكفي	V
3	B	8	19	أشوفك	أشوف+ك	V+PRON
3	B	8	20	كل	كل	NOUN
3	B	8	21	شي	شي	NOUN
3	B	8	22	بهالكون	ب+ه+ال+كون	PREP+PRON+DET+NOUN
3	B	8	23	"	"	PUNC
3	B	8	24	ويكفي	و+يكفي	CONJ+V
3	B	8	25	أشوف	أشوف	V
3	B	8	26	الكون	ال+كون	DET+NOUN
3	B	8	27	دونك	دون+ك	NOUN+PRON
3	B	8	28	ولا	و+لا	CONJ+PART
3	B	8	29	شي	شي	NOUN
3	B	8	30	"	"	PUNC
3	B	8	31	.	.	PUNC
3	B	8	32	EOS	EOS	EOS
3	A	9	1	وجهك	وجه+ك	NOUN+PRON
3	A	9	2	مو	مو	PART
3	A	9	3	غريب	غريب	ADJ
3	A	9	4	علي	علي	PREP
3	A	9	5	^	^	PUNC
3	A	9	6	سعودي	سعود+ي	NOUN+NSUFF
3	A	9	7	يبي	يب+ي	V+PRON
3	A	9	8	يدخل	يدخل	V
3	A	9	9	بسالفة	ب+سالف+ة	PREP+NOUN+NSUFF
3	A	9	10	مع	مع	NOUN
3	A	9	11	واحد	واحد	NOUN
3	A	9	12	ما	ما	PART
3	A	9	13	يعرفه	يعرف+ه	V+PRON
3	A	9	14	?	?	PUNC
3	A	9	15	?	?	PUNC
3	A	9	16	EOS	EOS	EOS
2	A	10	1	انت	انت	PRON
2	A	10	2	الشعر	ال+شعر	DET+NOUN
2	A	10	3	وانت	و+انت	CONJ+PRON
2	A	10	4	الفكر	ال+فكر	DET+NOUN
2	A	10	5	وانت	و+انت	CONJ+PRON
2	A	10	6	المراد	ال+مراد	DET+NOUN
2	A	10	7	في	في	PREP
2	A	10	8	غير	غير	NOUN
2	A	10	9	حبي	حب+ي	NOUN+PRON
2	A	10	10	لك	ل+ك	PREP+PRON
2	A	10	11	أناا	أناا	PRON
2	A	10	12	مالي	ما+ل+ي	PART+PREP+PRON
2	A	10	13	شؤون	شؤون	NOUN
2	A	10	14	تبي	تب+ي	V+PRON
2	A	10	15	الحقيقھ	ال+حقيق+ھ	DET+NOUN+NSUFF
2	A	10	16	ه	ه	NSUFF
2	A	10	17	و	و	CONJ
2	A	10	18	العلم	ال+علم	DET+NOUN
2	A	10	19	الوكاد	ال+وكاد	DET+ADJ
2	A	10	20	يازين	يا+زين	PART+ADJ
2	A	10	21	حبگ	حب+گ	NOUN+PRON
2	A	10	22	لو	لو	PART
2	A	10	23	وصل	وصل	V
2	A	10	24	حد	حد	NOUN
2	A	10	25	الجنون	ال+جنون	DET+NOUN
2	A	10	26	?	?	PUNC
2	A	10	27	”	”	PUNC
2	A	10	28	Mالشمري	Mالشمري	NOUN
2	A	10	29	EOS	EOS	EOS
5	A	11	1	اذا	اذا	PART
5	A	11	2	سمعت	سمع+ت	V+PRON
5	A	11	3	كلمه	كلم+ه	NOUN+NSUFF
5	A	11	4	مع	مع	NOUN
5	A	11	5	احترامي	احترام+ي	NOUN+PRON
5	A	11	6	الشديد	ال+شديد	DET+ADJ
5	A	11	7	فتاكد	ف+تاكد	CONJ+V
5	A	11	8	ان	ان	PART
5	A	11	9	الكلمه	ال+كلم+ه	DET+NOUN+NSUFF
5	A	11	10	اللي	اللي	PART
5	A	11	11	بتجيك	ب+تجي+ك	PROG_PART+V+PRON
5	A	11	12	بعدها	بعد+ها	NOUN+PRON
5	A	11	13	راح	راح	FUT_PART
5	A	11	14	تشيل	تشيل	V
5	A	11	15	الاستهتار	ال+استهتار	DET+NOUN
5	A	11	16	من	من	PREP
5	A	11	17	جذوره	جذور+ه	NOUN+PRON
5	A	11	18	EOS	EOS	EOS
5	A	12	1	الحين	الحين	NOUN
5	A	12	2	مو	مو	PART
5	A	12	3	على	على	PREP
5	A	12	4	اساس	اساس	NOUN
5	A	12	5	نص	نص	NOUN
5	A	12	6	السعوديه	ال+سعودي+ه	DET+NOUN+NSUFF
5	A	12	7	في	في	PREP
5	A	12	8	دبي	دبي	NOUN
5	A	12	9	،	،	PUNC
5	A	12	10	طيب	طيب	ADJ
5	A	12	11	والززززززززحممممممةةةةةةةة	و+ال+ززززززززحمممممم+ةةةةةةةة	CONJ+DET+NOUN+NSUFF
5	A	12	12	هاذذذذي	هاذذذذي	PRON
5	A	12	13	ليييييييشششششش	ليييييييشششششش	PART
5	A	12	14	؟	؟	PUNC
5	A	12	15	EOS	EOS	EOS
1	B	13	1	شكله	شكل+ه	NOUN+NSUFF
1	B	13	2	بس	بس	PART
1	B	13	3	احنا	احنا	PRON
1	B	13	4	اللي	اللي	PART
1	B	13	5	مب	مب	PART
1	B	13	6	لازم	لازم	ADJ
1	B	13	7	نتغدا	نتغدا	V
1	B	13	8	سمك	سمك	NOUN
1	B	13	9	يوم	يوم	NOUN
1	B	13	10	الجمعه	ال+جمع+ه	DET+NOUN+NSUFF
1	B	13	11	!	!	PUNC
1	B	13	12	ماش	ماش	ADJ
1	B	13	13	شكلنا	شكل+نا	NOUN+PRON
1	B	13	14	مب	مب	PART
1	B	13	15	سعوديين	سعودي+ين	NOUN+PRON
1	B	13	16	?	?	PUNC
1	B	13	17	?	?	PUNC
1	B	13	18	?	?	PUNC
1	B	13	19	?	?	PUNC
1	B	13	20	EOS	EOS	EOS
3	A	14	1	شربت	شرب+ت	V+PRON
3	A	14	2	من	من	PREP
3	A	14	3	عرق	عرق	NOUN
3	A	14	4	ابوي	ابو+ي	NOUN+PRON
3	A	14	5	و	و	CONJ
3	A	14	6	عرق	عرق	NOUN
3	A	14	7	جداني	جدان+ي	NOUN+PRON
3	A	14	8	من	من	PREP
3	A	14	9	الطناخه	ال+طناخ+ه	DET+ADJ+NSUFF
3	A	14	10	وايضا	و+ايض+ا	CONJ+ADV+CASE
3	A	14	11	الانحياديه	ال+انحيادي+ه	DET+ADJ+NSUFF
3	A	14	12	صحيح	صحيح	ADJ
3	A	14	13	انا	انا	PRON
3	A	14	14	بنت	بنت	NOUN
3	A	14	15	يااللي	يا+اللي	PART+PART
3	A	14	16	تجهل	تجهل	V
3	A	14	17	اوطاني	اوطان+ي	NOUN+PRON
3	A	14	18	لكن	لكن	CONJ
3	A	14	19	ربيت	ربي+ت	V+PRON
3	A	14	20	بعلوم	ب+علوم	PREP+NOUN
3	A	14	21	المرجلانيه	ال+مرجلاني+ه	DET+ADJ+NSUFF
3	A	14	22	ايه	ايه	PART
3	A	14	23	بالله	ب+الله	PREP+NOUN
3	A	14	24	?	?	PUNC
3	A	14	25	?	?	PUNC
3	A	14	26	"	"	PUNC
3	A	14	27	EOS	EOS	EOS
1	A	15	1	الجنون	ال+جنون	DET+NOUN
1	A	15	2	عيون	عيون	NOUN
1	A	15	3	.	.	PUNC
1	A	15	4	..	..	PUNC
1	A	15	5	وعيونك	و+عيون+ك	CONJ+NOUN+PRON
1	A	15	6	وطن	وطن	NOUN
1	A	15	7	والوطن	و+ال+وطن	CONJ+DET+NOUN
1	A	15	8	من	من	PREP
1	A	15	9	غير	غير	NOUN
1	A	15	10	عينك	عين+ك	NOUN+PRON
1	A	15	11	وش	وش	PART
1	A	15	12	يكون	يكون	V
1	A	15	13	؟	؟	PUNC
1	A	15	14	لا	لا	PART
1	A	15	15	شوارع	شوارع	NOUN
1	A	15	16	،	،	PUNC
1	A	15	17	لا	لا	PART
1	A	15	18	اماني	اماني	NOUN
1	A	15	19	،	،	PUNC
1	A	15	20	لا	لا	PART
1	A	15	21	سكن	سكن	NOUN
1	A	15	22	لا	لا	PART
1	A	15	23	حياة	حيا+ة	NOUN+NSUFF
1	A	15	24	،	،	PUNC
1	A	15	25	ولا	و+لا	CONJ+PART
1	A	15	26	ممات	ممات	NOUN
1	A	15	27	،	،	PUNC
1	A	15	28	ولا	و+لا	CONJ+PART
1	A	15	29	طعون	طعون	NOUN
1	A	15	30	!	!	PUNC
1	A	15	31	!	!	PUNC
1	A	15	32	EOS	EOS	EOS
5	B	16	1	اللي	اللي	PART
5	B	16	2	يدقق	يدقق	V
5	B	16	3	في	في	PREP
5	B	16	4	كلامي	كلام+ي	NOUN+PRON
5	B	16	5	بيقراك	ب+يقرا+ك	PROG_PART+V+PRON
5	B	16	6	واللي	و+اللي	CONJ+PART
5	B	16	7	يركز	يركز	V
5	B	16	8	في	في	PREP
5	B	16	9	عيوني	عيون+ي	NOUN+PRON
5	B	16	10	بيشوفك	ب+يشوف+ك	PROG_PART+V+PRON
5	B	16	11	EOS	EOS	EOS
5	A	17	1	مافي	ما+في	PART+PREP
5	A	17	2	ابشع	ابشع	ADJ
5	A	17	3	من	من	PREP
5	A	17	4	شعور	شعور	NOUN
5	A	17	5	تعطي	تعطي	V
5	A	17	6	شخص	شخص	NOUN
5	A	17	7	من	من	PREP
5	A	17	8	كل	كل	NOUN
5	A	17	9	قلبك	قلب+ك	NOUN+PRON
5	A	17	10	وبالأخير	و+ب+ال+أخير	CONJ+PREP+DET+ADJ
5	A	17	11	تلاقي	تلاقي	V
5	A	17	12	نفسك	نفس+ك	NOUN+PRON
5	A	17	13	مثل	مثل	NOUN
5	A	17	14	اي	اي	PART
5	A	17	15	وآحد	وآحد	NOUN
5	A	17	16	عنده	عند+ه	NOUN+PRON
5	A	17	17	EOS	EOS	EOS
3	A	18	1	اللي	اللي	PART
3	A	18	2	عنده	عند+ه	NOUN+PRON
3	A	18	3	اي	اي	PART
3	A	18	4	كتاب	كتاب	NOUN
3	A	18	5	(	(	PUNC
3	A	18	6	نظم	نظم	NOUN
3	A	18	7	تعليم	تعليم	NOUN
3	A	18	8	)	)	PUNC
3	A	18	9	و	و	CONJ
3	A	18	10	متكلم	متكلم	ADJ
3	A	18	11	فيه	في+ه	PREP+PRON
3	A	18	12	عن	عن	PREP
3	A	18	13	(	(	PUNC
3	A	18	14	اسكد	اسكد	NOUN
3	A	18	15	)	)	PUNC
3	A	18	16	التلفزيون	ال+تلفزيون	DET+NOUN
3	A	18	17	الدولي	ال+دولي	DET+NOUN
3	A	18	18	المقنن	ال+مقنن	DET+ADJ
3	A	18	19	لالتعليم	ل+ال+تعليم	PREP+DET+NOUN
3	A	18	20	من	من	PREP
3	A	18	21	اليونيسكو	ال+يونيسكو	DET+NOUN
3	A	18	22	(	(	PUNC
3	A	18	23	غير	غير	NOUN
3	A	18	24	اللي	اللي	PART
3	A	18	25	في	في	PREP
3	A	18	26	النت	ال+نت	DET+NOUN
3	A	18	27	)	)	PUNC
3	A	18	28	يساعدنا	يساعد+نا	V+PRON
3	A	18	29	فيه	في+ه	PREP+PRON
3	A	18	30	?	?	PUNC
3	A	18	31	?	?	PUNC
3	A	18	32	EOS	EOS	EOS
1	A	19	1	لما	لما	PART
1	A	19	2	اجي	اجي	V
1	A	19	3	واحسسك	و+احسس+ك	CONJ+V+PRON
1	A	19	4	ب	ب	PREP
1	A	19	5	اهتمامي	اهتمام+ي	NOUN+PRON
1	A	19	6	واقعد	و+اقعد	CONJ+V
1	A	19	7	اراضيك	اراضي+ك	V+PRON
1	A	19	8	لاتصير	لا+تصير	PART+V
1	A	19	9	تعاملني	تعامل+ني	V+PRON
1	A	19	10	ببرود	ب+برود	PREP+ADJ
1	A	19	11	عشان	عشان	PART
1	A	19	12	مااكرهك	ما+اكرهك	PART+V
1	A	19	13	وصل	وصل	V
1	A	19	14	EOS	EOS	EOS
3	A	20	1	اللي	اللي	PART
3	A	20	2	مخترع	مخترع	ADJ
3	A	20	3	حركة	حرك+ة	NOUN+NSUFF
3	A	20	4	الشحن	ال+شحن	DET+NOUN
3	A	20	5	برقم	ب+رقم	PREP+NOUN
3	A	20	6	الهويه	ال+هوي+ه	DET+NOUN+NSUFF
3	A	20	7	.	.	PUNC
3	A	20	8	ما	ما	PART
3	A	20	9	أقول	أقول	V
3	A	20	10	إلا	إلا	PART
3	A	20	11	الله	الله	NOUN
3	A	20	12	يشغلك	يشغل+ك	V+PRON
3	A	20	13	في	في	PREP
3	A	20	14	نفسك	نفس+ك	NOUN+PRON
3	A	20	15	ويجعلك	و+يجعل+ك	CONJ+V+PRON
3	A	20	16	إذا	إذا	PART
3	A	20	17	تثاوبت	تثاوب+ت	V+PRON
3	A	20	18	ماتقدر	ما+تقدر	PART+V
3	A	20	19	تصك	تصك	V
3	A	20	20	فمك	فم+ك	NOUN+PRON
3	A	20	21	إلا	إلا	PART
3	A	20	22	برقم	ب+رقم	PREP+NOUN
3	A	20	23	الهيكل	ال+هيكل	DET+NOUN
3	A	20	24	حق	حق	NOUN
3	A	20	25	سيارتك	سيار+ت+ك	NOUN+NSUFF+PRON
3	A	20	26	"	"	PUNC
3	A	20	27	?	?	PUNC
3	A	20	28	EOS	EOS	EOS
2	B	21	1	كلهم	كل+هم	NOUN+PRON
2	B	21	2	يرجعون	يرجع+ون	V+PRON
2	B	21	3	!	!	PUNC
2	B	21	4	بس	بس	PART
2	B	21	5	يرجعون	يرجع+ون	V+PRON
2	B	21	6	بالوقت	ب+ال+وقت	PREP+DET+NOUN
2	B	21	7	الخطأ	ال+خطأ	DET+NOUN
2	B	21	8	بالوقت	ب+ال+وقت	PREP+DET+NOUN
2	B	21	9	اللي	اللي	PART
2	B	21	10	م	م	PART
2	B	21	11	عاد	عاد	V
2	B	21	12	لهم	ل+هم	PREP+PRON
2	B	21	13	مكان	مكان	NOUN
2	B	21	14	فيه	في+ه	PREP+PRON
2	B	21	15	و	و	CONJ
2	B	21	16	صار	صار	V
2	B	21	17	وجودهم	وجود+هم	NOUN+PRON
2	B	21	18	وعدمهم	و+عدم+هم	CONJ+NOUN+PRON
2	B	21	19	واحد	واحد	NOUN
2	B	21	20	EOS	EOS	EOS
5	B	22	1	انا	انا	PRON
5	B	22	2	طول	طول	NOUN
5	B	22	3	وقتي	وقت+ي	NOUN+PRON
5	B	22	4	يا	يا	PART
5	B	22	5	نايم	نايم	ADJ
5	B	22	6	يا	يا	PART
5	B	22	7	مزكم	مزكم	ADJ
5	B	22	8	يا	يا	PART
5	B	22	9	افكر	افكر	V
5	B	22	10	بأشياء	ب+أشياء	PREP+NOUN
5	B	22	11	مستحيل	مستحيل	ADJ
5	B	22	12	تصير	تصير	V
5	B	22	13	EOS	EOS	EOS
3	B	23	1	في	في	PREP
3	B	23	2	علاقة	علاق+ة	NOUN+NSUFF
3	B	23	3	بحياتي	ب+حيا+ت+ي	PREP+NOUN+NSUFF+PRON
3	B	23	4	كلما	كلما	PART
3	B	23	5	اتجاهلها	اتجاهل+ها	V+PRON
3	B	23	6	اكتشف	اكتشف	V
3	B	23	7	اني	ان+ي	PART+PRON
3	B	23	8	اتورط	اتورط	V
3	B	23	9	فيها	في+ها	PREP+PRON
3	B	23	10	اكثر	اكثر	ADJ
3	B	23	11	.	.	PUNC
3	B	23	12	....	....	PUNC
3	B	23	13	ي	ي	PART
3	B	23	14	شين	شين	ADJ
3	B	23	15	اللي	اللي	PART
3	B	23	16	يتعلق	يتعلق	V
3	B	23	17	بشي	ب+شي	PREP+NOUN
3	B	23	18	مابوه	ما+بو+ه	PART+PREP+PRON
3	B	23	19	شي	شي	NOUN
3	B	23	20	على	على	PREP
3	B	23	21	سنع	سنع	ADJ
3	B	23	22	EOS	EOS	EOS
5	A	24	1	توني	تو+ني	NOUN+PRON
5	A	24	2	استوعب	استوعب	V
5	A	24	3	ان	ان	PART
5	A	24	4	هذا	هذا	PRON
5	A	24	5	اول	اول	NOUN
5	A	24	6	سمستر	سمستر	NOUN
5	A	24	7	بحياتي	ب+حيا+ت+ي	PREP+NOUN+NSUFF+PRON
5	A	24	8	كلها	كل+ها	NOUN+PRON
5	A	24	9	من	من	PREP
5	A	24	10	التمهيدي	ال+تمهيد+ي	DET+NOUN+NSUFF
5	A	24	11	الى	الى	PREP
5	A	24	12	الانجليزي	ال+انجليزي	DET+NOUN
5	A	24	13	اللي	اللي	PART
5	A	24	14	ما	ما	PART
5	A	24	15	ادرس	ادرس	V
5	A	24	16	فيه	في+ه	PREP+PRON
5	A	24	17	ماث	ماث	NOUN
5	A	24	18	.	.	PUNC
5	A	24	19	..	..	PUNC
5	A	24	20	ياارب	ياا+رب	PART+NOUN
5	A	24	21	لك	ل+ك	PREP+PRON
5	A	24	22	الحمد	ال+حمد	DET+NOUN
5	A	24	23	اللهم	اللهم	NOUN
5	A	24	24	زد	زد	V
5	A	24	25	وبارك	و+بارك	CONJ+V
5	A	24	26	?	?	PUNC
5	A	24	27	?	?	PUNC
5	A	24	28	?	?	PUNC
5	A	24	29	?	?	PUNC
5	A	24	30	?	?	PUNC
5	A	24	31	EOS	EOS	EOS
1	B	25	1	طيعي	طيع+ي	V+PRON
1	B	25	2	شوري	شور+ي	NOUN+PRON
1	B	25	3	و	و	CONJ
1	B	25	4	اتركيها	اترك+ي+ها	V+PRON+PRON
1	B	25	5	مرايتك	مراي+ت+ك	NOUN+NSUFF+PRON
1	B	25	6	!	!	PUNC
1	B	25	7	هاك	ها+ك	V+PRON
1	B	25	8	عيني	عين+ي	NOUN+PRON
1	B	25	9	شوفي	شوف+ي	V+PRON
1	B	25	10	حسنك	حسن+ك	NOUN+PRON
1	B	25	11	لو	لو	PART
1	B	25	12	تبين	تبين	V
1	B	25	13	؟	؟	PUNC
1	B	25	14	EOS	EOS	EOS
3	A	26	1	تطفي	تطفي	V
3	A	26	2	اللمبات	ال+لمب+ات	DET+NOUN+NSUFF
3	A	26	3	وتشغل	و+تشغل	CONJ+V
3	A	26	4	البريد	ال+بريد	DET+NOUN
3	A	26	5	وتقول	و+تقول	CONJ+V
3	A	26	6	ليش	ليش	PART
3	A	26	7	نايمين	نايم+ين	ADJ+PRON
3	A	26	8	يا	يا	PART
3	A	26	9	بنات	بنات	NOUN
3	A	26	10	!	!	PUNC
3	A	26	11	أنتي	أنت+ي	PRON+NSUFF
3	A	26	12	زين	زين	ADJ
3	A	26	13	ما	ما	PART
3	A	26	14	تسمعين	تسمع+ين	V+PRON
3	A	26	15	شخير	شخير	NOUN
3	A	26	16	!	!	PUNC
3	A	26	17	ههههههههههههههههههههههههه	ههههههههههههههههههههههههه	EMOT
3	A	26	18	EOS	EOS	EOS
2	B	27	1	وين	وين	PART
2	B	27	2	كلمه	كلم+ه	NOUN+NSUFF
2	B	27	3	احبك	احب+ك	V+PRON
2	B	27	4	وين	وين	PART
2	B	27	5	ذاك	ذاك	PRON
2	B	27	6	الغرام	ال+غرام	DET+NOUN
2	B	27	7	ليش	ليش	PART
2	B	27	8	نزلت	نزل+ت	V+PRON
2	B	27	9	قدرك	قدر+ك	NOUN+PRON
2	B	27	10	عقب	عقب	NOUN
2	B	27	11	مانت	م+انت	PART+PRON
2	B	27	12	ارتفعت	ارتفع+ت	V+PRON
2	B	27	13	آآآآه	آآآآه	EMOT
2	B	27	14	ياقو	يا+قو	PART+NOUN
2	B	27	15	قلبك	قلب+ك	NOUN+PRON
2	B	27	16	لك	ل+ك	PREP+PRON
2	B	27	17	عيونن	عيون+ن	NOUN+NSUFF
2	B	27	18	تنام	تنام	V
2	B	27	19	تجرح	تجرح	V
2	B	27	20	اللي	اللي	PART
2	B	27	21	يحبك	يحب+ك	V+PRON
2	B	27	22	بالكلام	ب+ال+كلام	PREP+DET+NOUN
2	B	27	23	وقطعت	و+قطع+ت	CONJ+V+PRON
2	B	27	24	#حمد_السعيد	#حمد_السعيد	HASH
