Fold	SubFold	SentID	Order	Word	Segmentation	POS
5	A	11	15	وجرحى	و+جرحى	CONJ+NOUN
5	A	11	16	وبعدين	و+بعدين	CONJ+NOUN
5	A	11	17	بيفلو	ب+يفل+و	PROG_PART+V+PRON
5	A	11	18	وما	و+ما	CONJ+PART
5	A	11	19	حدا	حدا	NOUN
5	A	11	20	بتم	ب+تم	PROG_PART+V
5	A	11	21	القبض	ال+قبض	DET+NOUN
5	A	11	22	عليه	علي+ه	PREP+PRON
5	A	11	23	0	0	PUNC
5	A	11	24	سايبة	سايب+ة	ADJ+NSUFF
5	A	11	25	EOS	EOS	EOS
5	A	12	1	و	و	CONJ
5	A	12	2	انت	انت	PRON
5	A	12	3	قديش	قديش	PART
5	A	12	4	راتبك	راتب+ك	NOUN+PRON
5	A	12	5	؟	؟	PUNC
5	A	12	6	قلو	قل+و	V+PRON
5	A	12	7	العربي	ال+عربي	DET+NOUN
5	A	12	8	:	:	PUNC
5	A	12	9	حوالي	حوالي	NOUN
5	A	12	10	200	200	NUM
5	A	12	11	دولار	دولار	NOUN
5	A	12	12	!	!	PUNC
5	A	12	13	سأله	سأل+ه	V+PRON
5	A	12	14	الأمريكي	ال+أمريكي	DET+NOUN
5	A	12	15	:	:	PUNC
5	A	12	16	هدول	هدول	PRON
5	A	12	17	بدل	بدل	NOUN
5	A	12	18	شو	شو	PART
5	A	12	19	؟	؟	PUNC
5	A	12	20	قلو	قل+و	V+PRON
5	A	12	21	:	:	PUNC
5	A	12	22	بدل	بدل	NOUN
5	A	12	23	ما	ما	PART
5	A	12	24	أشحد	أشحد	V
5	A	12	25	EOS	EOS	EOS
1	B	13	1	عن	عن	PREP
1	B	13	2	شغلات	شغل+ات	NOUN+NSUFF
1	B	13	3	كنا	كن+ا	V+PRON
1	B	13	4	نتمناها	نتمن+ا+ها	V+PRON+PRON
1	B	13	5	ميتين	ميت+ين	ADJ+NSUFF
1	B	13	6	لتصير	ل+تصير	PREP+V
1	B	13	7	ملكنا	ملك+نا	NOUN+PRON
1	B	13	8	بس	بس	PART
1	B	13	9	لمن	لمن	PART
1	B	13	10	تجي	تجي	V
1	B	13	11	مأخرة	مأخر+ة	ADJ+NSUFF
1	B	13	12	ما	ما	PART
1	B	13	13	بتعود	ب+تعود	PROG_PART+V
1	B	13	14	تعني	تعني	V
1	B	13	15	أي	أي	NOUN
1	B	13	16	شي	شي	NOUN
1	B	13	17	EOS	EOS	EOS
3	A	14	1	شعور	شعور	NOUN
3	A	14	2	حقير	حقير	ADJ
3	A	14	3	لما	لما	PART
3	A	14	4	تتدايق	تتدايق	V
3	A	14	5	من	من	PREP
3	A	14	6	حدا	حدا	NOUN
3	A	14	7	بتحبو	ب+تحب+و	PROG_PART+V+PRON
3	A	14	8	وتقله	و+تقل+ه	CONJ+V+PRON
3	A	14	9	bye	bye	FOREIGN
3	A	14	10	0	0	PUNC
3	A	14	11	0	0	PUNC
3	A	14	12	ويرد	و+يرد	CONJ+V
3	A	14	13	يقلك	يقل+ك	V+PRON
3	A	14	14	bye	bye	FOREIGN
3	A	14	15	0	0	PUNC
3	A	14	16	..	..	PUNC
3	A	14	17	لك	لك	PART
3	A	14	18	راضيني	راضي+ني	V+PRON
3	A	14	19	يا	يا	PART
3	A	14	20	حيوان	حيوان	NOUN
3	A	14	21	زعلان	زعلان	ADJ
3	A	14	22	أنا	أنا	PRON
3	A	14	23	!	!	PUNC
3	A	14	24	!	!	PUNC
3	A	14	25	EOS	EOS	EOS
1	A	15	1	#طز_بفخامتك_لانك	#طز_بفخامتك_لانك	HASH
1	A	15	2	لانو	ل+ان+و	PREP+PART+PRON
1	A	15	3	بعهد	ب+عهد	PREP+NOUN
1	A	15	4	فخامتك	فخام+ت+ك	NOUN+PRON+PRON
1	A	15	5	الزعران	ال+زعران	DET+NOUN
1	A	15	6	بيتفلتو	ب+يتفلت+و	PROG_PART+V+PRON
1	A	15	7	بالشوارع	ب+ال+شوارع	PREP+DET+NOUN
1	A	15	8	و	و	CONJ
1	A	15	9	بيصيرو	ب+يصير+و	PROG_PART+V+PRON
1	A	15	10	وزراء	وزراء	NOUN
1	A	15	11	و	و	CONJ
1	A	15	12	القوادم	ال+قوادم	DET+NOUN
1	A	15	13	بينزتو	ب+ينزت+و	PROG_PART+V+PRON
1	A	15	14	بالحبوس	ب+ال+حبوس	PREP+DET+NOUN
1	A	15	15	EOS	EOS	EOS
5	B	16	1	@nadinezeidane	@nadinezeidane	MENTION
5	B	16	2	يعنى	يعنى	V
5	B	16	3	شو	شو	PART
5	B	16	4	بدى	بد+ى	NOUN+PRON
5	B	16	5	احكى	احكى	V
5	B	16	6	يمكن	يمكن	V
5	B	16	7	وقت	وقت	NOUN
5	B	16	8	منكون	م+نكون	PART+V
5	B	16	9	عمنرد	عم+نرد	PART+V
5	B	16	10	عليه	علي+ه	PREP+PRON
5	B	16	11	عمنكبرو	عم+نكبرو	PART+V
5	B	16	12	لالصرصور	ل+ال+صرصور	PREP+DET+NOUN
5	B	16	13	http://t.co/n9eakjAmdg	http://t.co/n9eakjAmdg	URL
5	B	16	14	EOS	EOS	EOS
5	A	17	1	iriSaad	iriSaad	FOREIGN
5	A	17	2	@STLebanon	@STLebanon	MENTION
5	A	17	3	متفقين	متفق+ين	NOUN+NSUFF
5	A	17	4	وضربات	و+ضرب+ات	CONJ+NOUN+NSUFF
5	A	17	5	العصي	ال+عصي	DET+NOUN
5	A	17	6	ما	ما	PART
5	A	17	7	عم	عم	PART
5	A	17	8	تنزل	تنزل	V
5	A	17	9	غير	غير	NOUN
5	A	17	10	عالشعب	ع+ال+شعب	PREP+DET+NOUN
5	A	17	11	ومين	و+مين	CONJ+PART
5	A	17	12	سائل	سائل	NOUN
5	A	17	13	كل	كل	NOUN
5	A	17	14	مسؤول	مسؤول	NOUN
5	A	17	15	عم	عم	PART
5	A	17	16	يشتغل	يشتغل	V
5	A	17	17	ليستلم	ل+يستلم	PREP+V
5	A	17	18	كرسي	كرسي	NOUN
5	A	17	19	اكبر	اكبر	ADJ
5	A	17	20	من	من	PREP
5	A	17	21	السابقة	ال+سابق+ة	DET+NOUN+NSUFF
5	A	17	22	EOS	EOS	EOS
3	A	18	1	البلد	ال+بلد	DET+NOUN
3	A	18	2	بإمه	ب+إم+ه	PREP+NOUN+PRON
3	A	18	3	وأبوه	و+أبو+ه	CONJ+NOUN+PRON
3	A	18	4	معهم	مع+هم	NOUN+PRON
3	A	18	5	ضاقت	ضاق+ت	V+PRON
3	A	18	6	بعينكم	ب+عين+كم	PREP+NOUN+PRON
3	A	18	7	غرف	غرف	NOUN
3	A	18	8	سرية	سري+ة	ADJ+NSUFF
3	A	18	9	تحت	تحت	NOUN
3	A	18	10	مبنى	مبنى	NOUN
3	A	18	11	المطار	ال+مطار	DET+NOUN
3	A	18	12	؟	؟	PUNC
3	A	18	13	ولوووووو	ولوووووو	PART
3	A	18	14	شو	شو	PART
3	A	18	15	عينكم	عين+كم	NOUN+PRON
3	A	18	16	ضيقة	ضيق+ة	ADJ+NSUFF
3	A	18	17	أركيلة	أركيل+ة	NOUN+NSUFF
3	A	18	18	يا	يا	PART
3	A	18	19	ولد	ولد	NOUN
3	A	18	20	EOS	EOS	EOS
1	A	19	1	مشهد	مشهد	NOUN
1	A	19	2	الدركي	ال+دركي	DET+NOUN
1	A	19	3	ب	ب	PREP
1	A	19	4	#ولاد_ولاد_البلد	#ولاد_ولاد_البلد	HASH
1	A	19	5	ما	ما	PART
1	A	19	6	بيقطع	ب+يقطع	PROG_PART+V
1	A	19	7	0	0	PUNC
1	A	19	8	مش	مش	PART
1	A	19	9	منطقي	منطقي	ADJ
1	A	19	10	و	و	CONJ
1	A	19	11	واقعي	واقعي	ADJ
1	A	19	12	ابدا	ابد+ا	NOUN+CASE
1	A	19	13	0	0	PUNC
1	A	19	14	شو	شو	PART
1	A	19	15	رأيكم	رأي+كم	NOUN+PRON
1	A	19	16	؟	؟	PUNC
1	A	19	17	؟	؟	PUNC
1	A	19	18	EOS	EOS	EOS
3	A	20	1	حاكم	حاكم	NOUN
3	A	20	2	قصر	قصر	NOUN
3	A	20	3	بعبدا	ب+عبدا	PREP+NOUN
3	A	20	4	زار	زار	V
3	A	20	5	اليونيفيل	ال+يونيفيل	DET+NOUN
3	A	20	6	اليوم	ال+يوم	DET+NOUN
3	A	20	7	وكلو	و+كل+و	CONJ+NOUN+PRON
3	A	20	8	امل	امل	NOUN
3	A	20	9	انو	ان+و	PART+PRON
3	A	20	10	يصير	يصير	V
3	A	20	11	متلهم	متل+هم	NOUN+PRON
3	A	20	12	:	:	PUNC
3	A	20	13	كل	كل	NOUN
3	A	20	14	سنة	سن+ة	NOUN+NSUFF
3	A	20	15	يجددوا	يجدد+وا	V+PRON
3	A	20	16	له	ل+ه	PREP+PRON
3	A	20	17	EOS	EOS	EOS
2	B	21	1	واحد	واحد	NOUN
2	B	21	2	سأل	سأل	V
2	B	21	3	محشش	محشش	NOUN
2	B	21	4	:	:	PUNC
2	B	21	5	اذا	اذا	NOUN
2	B	21	6	يوم	يوم	NOUN
2	B	21	7	من	من	PREP
2	B	21	8	الايام	ال+ايام	DET+NOUN
2	B	21	9	خلص	خلص	V
2	B	21	10	النفط	ال+نفط	DET+NOUN
2	B	21	11	والبنزين	و+ال+بنزين	CONJ+DET+NOUN
2	B	21	12	من	من	PREP
2	B	21	13	العالم	ال+عالم	DET+NOUN
2	B	21	14	كيف	كيف	PART
2	B	21	15	بدنا	بد+نا	NOUN+PRON
2	B	21	16	نطلع	نطلع	V
2	B	21	17	بسيارتنا	ب+سيار+ت+نا	PREP+NOUN+NSUFF+PRON
2	B	21	18	؟	؟	PUNC
2	B	21	19	؟	؟	PUNC
2	B	21	20	0	0	PUNC
2	B	21	21	0	0	PUNC
2	B	21	22	المحشش	ال+محشش	DET+NOUN
2	B	21	23	:	:	PUNC
2	B	21	24	بعين	ب+عين	FUT_PART+V
2	B	21	25	الله	الله	NOUN
2	B	21	26	ما	ما	PART
2	B	21	27	النا	ال+نا	PREP+PRON
2	B	21	28	غير	غير	NOUN
2	B	21	29	التكاسي	ال+تكاسي	DET+NOUN
2	B	21	30	EOS	EOS	EOS
5	B	22	1	عزيزي	عزيز+ي	NOUN+PRON
5	B	22	2	الشب	ال+شب	DET+NOUN
5	B	22	3	يلي	يلي	PART
5	B	22	4	بتقول	ب+تقول	PROG_PART+V
5	B	22	5	لحبيبتك	ل+حبيب+ت+ك	PREP+NOUN+PRON+PRON
5	B	22	6	مستعد	مستعد	ADJ
5	B	22	7	ابيع	ابيع	V
5	B	22	8	الدنيا	ال+دنيا	DET+NOUN
5	B	22	9	عشانك	عشان+ك	PART+PRON
5	B	22	10	0	0	PUNC
5	B	22	11	0	0	PUNC
5	B	22	12	0	0	PUNC
5	B	22	13	0	0	PUNC
5	B	22	14	0	0	PUNC
5	B	22	15	0	0	PUNC
5	B	22	16	0	0	PUNC
5	B	22	17	0	0	PUNC
5	B	22	18	0	0	PUNC
5	B	22	19	0	0	PUNC
5	B	22	20	طيب	طيب	ADJ
5	B	22	21	احنا	احنا	PRON
5	B	22	22	المساكين	ال+مساكين	DET+NOUN
5	B	22	23	نروح	نروح	V
5	B	22	24	نستأجر	نستأجر	V
5	B	22	25	كوكب	كوكب	NOUN
5	B	22	26	زحل	زحل	NOUN
5	B	22	27	عشان	عشان	PART
5	B	22	28	ترضا	ترضا	V
5	B	22	29	حضرة	حضر+ة	NOUN+NSUFF
5	B	22	30	جنابا	جناب+ا	NOUN+PRON
5	B	22	31	؟	؟	PUNC
5	B	22	32	EOS	EOS	EOS
3	B	23	1	الختيار	ال+ختيار	DET+NOUN
3	B	23	2	لما	لما	PART
3	B	23	3	يرن	يرن	V
3	B	23	4	تيليفونو	تيليفون+و	NOUN+PRON
3	B	23	5	:	:	PUNC
3	B	23	6	دقيقة	دقيق+ة	NOUN+NSUFF
3	B	23	7	ليطلعو	ل+يطلع+و	PREP+V+PRON
3	B	23	8	من	من	PREP
3	B	23	9	الجيبة	ال+جيب+ة	DET+NOUN+NSUFF
3	B	23	10	دقيقة	دقيق+ة	NOUN+NSUFF
3	B	23	11	ليلبس	ل+يلبس	PREP+V
3	B	23	12	العوينات	ال+عوين+ات	DET+NOUN+NSUFF
3	B	23	13	ثلاث	ثلاث	NUM
3	B	23	14	دقايق	دقايق	NOUN
3	B	23	15	ليشوف	ل+يشوف	PREP+V
3	B	23	16	مين	مين	PART
3	B	23	17	المتصل	ال+متصل	DET+NOUN
3	B	23	18	اخر	اخر	NOUN
3	B	23	19	شي	شي	NOUN
3	B	23	20	بيقول	ب+يقول	PROG_PART+V
3	B	23	21	:	:	PUNC
3	B	23	22	ليك	لي+ك	PREP+PRON
3	B	23	23	هل	هل	PRON
3	B	23	24	المرت	ال+مر+ت	DET+NOUN+NSUFF
3	B	23	25	عملي	عمل+ي	V+PRON
3	B	23	26	ميسد	ميسد	NOUN
3	B	23	27	كول	كول	NOUN
3	B	23	28	!	!	PUNC
3	B	23	29	EOS	EOS	EOS
5	A	24	1	حبيبي	حبيب+ي	NOUN+PRON
5	A	24	2	اذا	اذا	NOUN
5	A	24	3	زعلت	زعل+ت	V+PRON
5	A	24	4	وبدك	و+بد+ك	CONJ+NOUN+PRON
5	A	24	5	تاخد	تاخد	V
5	A	24	6	موقف	موقف	NOUN
5	A	24	7	،	،	PUNC
5	A	24	8	ما	ما	PART
5	A	24	9	حدا	حدا	NOUN
5	A	24	10	مانعك	مانع+ك	NOUN+PRON
5	A	24	11	بس	بس	PART
5	A	24	12	خود	خود	V
5	A	24	13	موقف	موقف	NOUN
5	A	24	14	الجيران	ال+جيران	DET+NOUN
5	A	24	15	واتركلي	و+اترك+ل+ي	CONJ+V+PREP+PRON
5	A	24	16	موقفي	موقف+ي	NOUN+PRON
5	A	24	17	كرمال	كرمال	PART
5	A	24	18	صف	صف	NOUN
5	A	24	19	السيارة	ال+سيار+ة	DET+NOUN+NSUFF
5	A	24	20	EOS	EOS	EOS
1	B	25	1	قالتلي	قال+ت+ل+ي	V+PRON+PREP+PRON
1	B	25	2	انها	ان+ها	PART+PRON
1	B	25	3	انسانية	انساني+ة	ADJ+NSUFF
1	B	25	4	وبتحب	و+ب+تحب	CONJ+PROG_PART+V
1	B	25	5	الحيوانات	ال+حيوان+ات	DET+NOUN+NSUFF
1	B	25	6	0	0	PUNC
1	B	25	7	...	...	PUNC
1	B	25	8	قلتلها	قلت+ل+ها	V+PREP+PRON
1	B	25	9	عندي	عند+ي	NOUN+PRON
1	B	25	10	حمامة	حمام+ة	NOUN+PRON
1	B	25	11	عم	عم	PART
1	B	25	12	فتش	فتش	V
1	B	25	13	على	على	PREP
1	B	25	14	عش	عش	NOUN
1	B	25	15	!	!	PUNC
1	B	25	16	!	!	PUNC
1	B	25	17	!	!	PUNC
1	B	25	18	!	!	PUNC
1	B	25	19	#هلوسات_مسائية	#هلوسات_مسائية	HASH
1	B	25	20	EOS	EOS	EOS
3	A	26	1	sim	sim	FOREIGN
3	A	26	2	_	_	PUNC
3	A	26	3	paul	paul	FOREIGN
3	A	26	4	@FirasSuleiman	@FirasSuleiman	MENTION
3	A	26	5	ولك	و+لك	CONJ+PART
3	A	26	6	حئك	حئ+ك	NOUN+PRON
3	A	26	7	وحىء	و+حىء	CONJ+NOUN
3	A	26	8	لكل	ل+كل	PREP+NOUN
3	A	26	9	بنت	بنت	NOUN
3	A	26	10	شريفة	شريف+ة	ADJ+NSUFF
3	A	26	11	بلبنان	ب+لبنان	PREP+NOUN
3	A	26	12	تفكر	تفكر	V
3	A	26	13	هيك	هيك	ADV
3	A	26	14	ونحنا	و+نحنا	CONJ+PRON
3	A	26	15	معكون	مع+كون	NOUN+PRON
3	A	26	16	0	0	PUNC
3	A	26	17	EOS	EOS	EOS
2	B	27	1	#ما_في_لزوم	#ما_في_لزوم	HASH
2	B	27	2	تقلي	تقل+ي	V+PRON
2	B	27	3	بدي	بد+ي	NOUN+PRON
2	B	27	4	احكيكي	احكي+كي	V+PRON
2	B	27	5	بشي	ب+شي	PREP+NOUN
2	B	27	6	مهم	مهم	ADJ
2	B	27	7	و	و	CONJ
